report_period,article_sku,quantity,unit_price,amount,freight
2025-05,ART-0000,12,23.59,293.66,9.92
2025-05,ART-0001,17,33.96,596.62,18.1
2025-05,ART-0002,12,28.64,357.95,13.38
2025-05,ART-0003,4,18.0,73.94,1.82
2025-05,ART-0004,7,21.64,157.26,5.42
2025-05,ART-0005,5,22.44,116.63,4.15
2025-05,ART-0006,16,26.74,446.28,17.29
2025-05,ART-0007,7,21.91,158.93,5.21
2025-05,ART-0009,9,28.89,269.17,8.59
2025-05,ART-0010,17,36.62,643.2,19.37
2025-05,ART-0012,14,15.54,223.76,5.81
2025-05,ART-0014,10,26.13,269.94,8.1
2025-05,ART-0015,27,28.23,791.92,27.86
2025-05,ART-0016,6,42.97,266.54,8.18
2025-05,ART-0017,9,24.01,224.47,7.86
2025-05,ART-0019,25,15.4,396.65,10.92
2025-05,ART-0020,22,29.31,666.64,20.46
2025-05,ART-0023,11,16.13,182.22,4.49
2025-05,ART-0024,8,32.08,264.6,7.46
2025-05,ART-0025,7,25.31,183.56,5.99
2025-05,ART-0026,19,16.01,314.83,9.98
2025-05,ART-0028,41,27.86,1186.26,41.25
2025-05,ART-0031,34,16.91,594.77,18.59
2025-05,ART-0032,12,35.0,433.47,12.63
2025-05,ART-0033,13,21.17,283.7,7.96
2025-05,ART-0034,3,9.96,31.06,1.11
2025-05,ART-0035,6,19.45,120.44,3.51
2025-05,ART-0036,12,28.19,348.87,9.93
2025-05,ART-0037,16,23.54,389.58,12.13
2025-05,ART-0038,8,40.64,332.99,7.38
2025-05,ART-0040,7,13.85,99.49,2.38
2025-05,ART-0042,3,31.36,96.96,2.7
2025-05,ART-0043,6,16.87,104.8,3.36
2025-05,ART-0044,38,11.53,447.87,9.12
2025-05,ART-0045,5,14.36,74.08,2.14
2025-05,ART-0046,10,23.65,244.29,7.3
2025-05,ART-0047,5,24.64,128.46,4.93
2025-05,ART-0048,24,14.54,358.92,9.34
2025-05,ART-0049,4,42.11,174.33,5.52
2025-05,ART-0051,17,7.31,127.98,3.48
2025-05,ART-0052,4,21.27,88.08,2.81
2025-05,ART-0053,31,15.47,497.32,16.64
2025-05,ART-0054,12,15.99,196.94,4.74
2025-05,ART-0056,19,29.09,569.49,15.73
2025-05,ART-0057,26,24.21,650.4,19.63
2025-05,ART-0058,10,40.26,419.42,15.77
2025-05,ART-0059,11,10.46,119.05,3.74
2025-05,ART-0060,28,10.31,296.34,7.18
2025-05,ART-0061,8,19.34,159.49,4.47
2025-05,ART-0062,9,20.59,191.39,5.7
2025-05,ART-0063,11,15.54,176.81,5.5
2025-05,ART-0064,12,12.56,155.87,4.83
2025-05,ART-0065,8,32.29,267.28,8.4
2025-05,ART-0066,5,38.04,196.49,5.9
2025-05,ART-0067,17,13.69,240.04,6.85
2025-05,ART-0068,18,73.64,1371.4,43.02
2025-05,ART-0069,14,15.16,218.14,5.53
2025-05,ART-0071,12,7.4,91.73,2.75
2025-05,ART-0072,10,23.78,244.59,6.37
2025-05,ART-0073,9,19.65,181.59,4.44
2025-05,ART-0075,6,41.24,255.29,7.36
2025-05,ART-0076,8,13.07,107.76,3.0
2025-05,ART-0077,4,14.6,60.39,1.87
2025-05,ART-0078,13,19.84,266.59,8.13
2025-05,ART-0079,4,13.84,57.11,1.64
2025-05,ART-0080,12,37.3,461.81,13.32
2025-05,ART-0081,4,14.5,59.54,1.44
2025-05,ART-0082,9,50.08,467.25,15.5
2025-05,ART-0083,31,17.93,574.89,17.87
2025-05,ART-0085,20,50.43,1039.83,29.28
2025-05,ART-0086,15,25.21,390.12,11.22
2025-05,ART-0087,5,27.74,143.54,4.54
2025-05,ART-0088,19,21.31,419.17,13.39
2025-05,ART-0089,6,39.02,241.24,6.68
2025-05,ART-0090,13,23.2,310.54,8.38
2025-05,ART-0091,22,20.47,463.6,12.43
2025-05,ART-0092,31,30.6,977.96,27.53
2025-05,ART-0093,9,13.94,128.98,3.3
2025-05,ART-0094,10,11.23,116.91,4.32
2025-05,ART-0095,15,13.75,211.45,4.88
2025-05,ART-0096,12,14.39,178.22,5.19
2025-05,ART-0097,22,30.72,702.22,24.73
2025-05,ART-0098,4,24.23,99.71,2.62
2025-05,ART-0099,5,24.22,125.81,4.42
2025-05,ART-0101,18,22.07,410.53,12.44
2025-05,ART-0102,14,22.78,330.45,10.81
2025-05,ART-0103,14,13.88,200.15,5.47
2025-05,ART-0105,7,7.27,52.91,1.89
2025-05,ART-0106,26,35.08,938.85,25.1
2025-05,ART-0107,16,32.85,543.85,17.11
2025-05,ART-0108,5,19.43,100.85,3.47
2025-05,ART-0109,7,20.09,146.74,5.73
2025-05,ART-0110,29,11.43,342.42,10.27
2025-05,ART-0111,15,27.24,419.83,10.53
2025-05,ART-0112,4,18.07,74.62,2.19
2025-05,ART-0114,6,25.49,157.32,4.11
2025-05,ART-0115,6,19.12,118.88,3.9
2025-05,ART-0117,23,38.02,912.49,35.66
2025-05,ART-0118,6,15.39,95.4,2.87
2025-05,ART-0121,12,11.72,145.52,4.58
2025-05,ART-0122,12,23.12,288.34,10.22
2025-05,ART-0123,8,17.54,145.61,4.96
2025-05,ART-0124,18,11.34,210.38,5.87
2025-05,ART-0126,10,17.55,181.59,5.71
2025-05,ART-0128,8,9.9,82.37,2.97
2025-05,ART-0129,10,36.75,379.16,10.93
2025-05,ART-0130,10,50.83,527.18,17.7
2025-05,ART-0131,5,34.58,178.15,4.92
2025-05,ART-0132,7,30.84,224.19,7.79
2025-05,ART-0133,6,13.29,82.31,2.41
2025-05,ART-0134,5,17.17,88.56,2.54
2025-05,ART-0135,11,13.0,146.96,3.71
2025-05,ART-0136,15,24.42,379.02,11.93
2025-05,ART-0137,5,21.16,109.09,3.08
2025-05,ART-0138,11,15.82,178.85,4.53
2025-05,ART-0139,21,16.25,351.71,9.81
2025-05,ART-0140,3,19.07,59.14,1.81
2025-05,ART-0142,8,23.2,191.09,5.15
2025-05,ART-0143,11,18.85,213.9,6.14
2025-05,ART-0145,19,23.94,469.57,13.79
2025-05,ART-0146,5,11.73,60.08,1.34
2025-05,ART-0147,6,25.41,156.99,4.25
2025-05,ART-0148,46,27.88,1330.21,44.75
2025-05,ART-0149,7,16.75,121.3,3.8
