report_period,article_sku,quantity,unit_price,amount,freight
2025-11,ART-0000,5,23.52,122.14,4.19
2025-11,ART-0001,14,33.47,485.66,15.75
2025-11,ART-0002,18,28.16,521.43,13.42
2025-11,ART-0003,4,18.06,74.57,2.15
2025-11,ART-0006,11,26.69,304.25,9.83
2025-11,ART-0007,10,21.68,223.57,6.24
2025-11,ART-0009,10,28.45,294.63,9.34
2025-11,ART-0010,13,36.76,494.98,15.77
2025-11,ART-0011,16,25.53,421.56,12.06
2025-11,ART-0012,16,16.05,264.75,7.33
2025-11,ART-0014,12,25.85,321.75,10.65
2025-11,ART-0015,21,28.08,604.06,13.26
2025-11,ART-0016,12,42.36,526.45,16.72
2025-11,ART-0017,12,24.06,298.08,8.63
2025-11,ART-0019,12,15.08,186.31,4.93
2025-11,ART-0020,15,28.94,451.52,16.07
2025-11,ART-0021,13,36.66,491.45,13.71
2025-11,ART-0022,27,13.39,373.84,11.35
2025-11,ART-0023,12,15.54,192.14,5.22
2025-11,ART-0025,6,25.74,159.89,5.03
2025-11,ART-0026,15,15.9,246.46,7.34
2025-11,ART-0027,12,13.17,163.11,4.68
2025-11,ART-0028,43,27.43,1219.73,37.11
2025-11,ART-0029,15,42.41,655.28,17.64
2025-11,ART-0030,4,44.85,186.0,6.09
2025-11,ART-0031,30,16.79,521.85,16.74
2025-11,ART-0032,9,34.75,323.85,10.24
2025-11,ART-0033,16,20.52,341.13,11.81
2025-11,ART-0034,3,10.04,31.06,0.87
2025-11,ART-0035,8,19.18,158.19,4.38
2025-11,ART-0036,9,28.37,262.67,6.77
2025-11,ART-0037,25,23.24,600.53,18.01
2025-11,ART-0038,8,41.31,343.27,11.8
2025-11,ART-0040,12,13.79,171.21,5.28
2025-11,ART-0041,20,16.4,340.01,11.08
2025-11,ART-0042,4,31.52,129.9,3.52
2025-11,ART-0043,4,16.68,69.22,2.31
2025-11,ART-0044,44,11.65,529.38,15.48
2025-11,ART-0045,6,14.29,88.52,2.56
2025-11,ART-0047,12,24.19,299.33,8.35
2025-11,ART-0048,16,14.59,240.95,6.93
2025-11,ART-0049,6,43.37,270.0,9.02
2025-11,ART-0050,11,32.87,373.94,11.41
2025-11,ART-0051,12,7.23,90.05,3.03
2025-11,ART-0052,4,21.18,87.73,2.78
2025-11,ART-0053,18,15.24,283.33,8.31
2025-11,ART-0054,11,15.9,180.46,5.13
2025-11,ART-0056,36,28.99,1079.11,32.71
2025-11,ART-0057,22,23.98,544.97,16.06
2025-11,ART-0058,11,40.33,457.43,12.73
2025-11,ART-0059,11,10.38,118.33,3.83
2025-11,ART-0060,20,10.2,208.71,4.34
2025-11,ART-0061,13,19.1,256.54,7.6
2025-11,ART-0062,8,20.58,169.97,4.92
2025-11,ART-0063,18,15.74,290.53,6.65
2025-11,ART-0065,15,32.86,505.58,11.69
2025-11,ART-0066,3,37.4,116.21,3.7
2025-11,ART-0067,16,13.94,230.71,7.07
2025-11,ART-0068,13,73.21,985.89,31.5
2025-11,ART-0070,5,44.09,228.12,7.07
2025-11,ART-0072,14,23.48,340.59,10.95
2025-11,ART-0075,4,41.54,169.41,3.0
2025-11,ART-0076,13,13.26,177.73,4.93
2025-11,ART-0077,7,14.43,104.72,3.42
2025-11,ART-0078,17,19.62,345.08,10.64
2025-11,ART-0079,8,13.88,113.79,2.54
2025-11,ART-0080,12,37.02,460.37,14.88
2025-11,ART-0081,7,14.2,103.24,3.54
2025-11,ART-0082,11,50.68,573.5,14.77
2025-11,ART-0083,21,18.21,395.3,11.89
2025-11,ART-0084,16,15.7,258.54,6.77
2025-11,ART-0085,25,50.03,1300.32,45.72
2025-11,ART-0086,17,24.83,437.2,13.92
2025-11,ART-0087,3,28.05,87.26,2.87
2025-11,ART-0088,35,21.49,783.43,28.85
2025-11,ART-0089,12,38.71,482.07,16.19
2025-11,ART-0090,9,22.52,209.33,6.13
2025-11,ART-0091,24,20.11,504.68,20.33
2025-11,ART-0092,37,30.56,1172.94,38.94
2025-11,ART-0093,7,13.7,99.19,3.03
2025-11,ART-0094,13,11.2,149.82,3.89
2025-11,ART-0096,12,14.34,177.21,4.73
2025-11,ART-0097,34,30.91,1077.55,24.54
2025-11,ART-0098,4,24.01,98.95,2.68
2025-11,ART-0099,4,24.3,100.59,3.13
2025-11,ART-0100,11,9.68,109.18,2.49
2025-11,ART-0102,9,22.52,209.23,6.04
2025-11,ART-0104,8,21.47,176.62,4.48
2025-11,ART-0105,9,7.13,66.34,2.0
2025-11,ART-0106,30,35.62,1106.8,35.23
2025-11,ART-0107,24,32.8,811.93,22.81
2025-11,ART-0108,6,19.13,117.78,2.77
2025-11,ART-0110,25,11.65,300.02,8.09
2025-11,ART-0111,8,27.77,227.87,5.27
2025-11,ART-0112,6,17.86,111.7,4.19
2025-11,ART-0113,26,16.77,449.92,12.82
2025-11,ART-0115,7,18.94,137.44,4.48
2025-11,ART-0116,11,13.2,150.69,5.06
2025-11,ART-0118,8,15.36,126.79,3.61
2025-11,ART-0119,5,34.34,177.66,5.5
2025-11,ART-0120,25,10.67,277.8,10.19
2025-11,ART-0121,19,11.42,226.21,8.51
2025-11,ART-0122,12,23.33,290.86,10.05
2025-11,ART-0123,12,18.17,224.26,5.74
2025-11,ART-0124,20,11.54,236.99,5.71
2025-11,ART-0125,23,14.65,346.18,8.51
2025-11,ART-0126,11,17.56,198.74,5.15
2025-11,ART-0127,9,18.81,175.04,5.3
2025-11,ART-0128,7,9.72,70.37,2.15
2025-11,ART-0129,14,36.59,531.95,18.16
2025-11,ART-0130,6,49.36,305.75,8.84
2025-11,ART-0131,5,33.94,175.96,5.77
2025-11,ART-0133,6,13.03,80.78,2.4
2025-11,ART-0134,9,17.37,161.63,4.89
2025-11,ART-0135,12,13.13,161.96,4.06
2025-11,ART-0136,11,24.08,274.05,8.46
2025-11,ART-0137,7,21.25,154.3,5.12
2025-11,ART-0138,11,16.15,182.57,4.54
2025-11,ART-0139,14,16.18,233.97,6.87
2025-11,ART-0140,5,19.22,99.21,2.87
2025-11,ART-0141,4,18.51,76.14,1.94
2025-11,ART-0143,10,18.89,194.53,5.19
2025-11,ART-0144,9,19.03,177.42,5.67
2025-11,ART-0145,16,24.31,401.87,11.91
2025-11,ART-0146,5,11.58,59.54,1.51
2025-11,ART-0147,8,26.12,216.63,7.07
2025-11,ART-0149,4,16.76,68.98,1.79
