report_period,article_sku,quantity,unit_price,amount,freight
2025-07,ART-0001,13,33.01,"429,13",12.47
2025-07,ART-0002,13,28.18,"366,34",10.01
2025-07,ART-0003,7,17.81,"124,67",2.73
2025-07,ART-0004,6,21.51,"129,06",3.22
2025-07,ART-0005,5,22.56,"112,80",3.1
2025-07,ART-0006,8,27.17,"217,36",5.74
2025-07,ART-0007,5,21.94,"109,70",3.47
2025-07,ART-0008,6,10.23,"61,38",1.83
2025-07,ART-0009,7,28.67,"200,69",6.39
2025-07,ART-0010,14,37.17,"520,38",14.93
2025-07,ART-0011,15,25.63,"384,45",12.85
2025-07,ART-0014,9,26.55,"238,95",6.37
2025-07,ART-0017,7,23.99,"167,93",4.91
2025-07,ART-0018,9,8.37,"75,33",2.42
2025-07,ART-0019,13,15.21,"197,73",6.85
2025-07,ART-0020,14,29.06,"406,84",10.83
2025-07,ART-0021,11,37.39,"411,29",15.1
2025-07,ART-0022,54,13.6,"734,40",26.1
2025-07,ART-0023,7,16.11,"112,77",3.92
2025-07,ART-0024,15,31.03,"465,45",13.78
2025-07,ART-0025,6,25.35,"152,10",5.43
2025-07,ART-0026,20,16.02,"320,40",7.02
2025-07,ART-0027,9,12.81,"115,29",3.57
2025-07,ART-0029,14,42.0,"588,00",19.71
2025-07,ART-0030,4,44.58,"178,32",6.17
2025-07,ART-0031,23,16.42,"377,66",11.81
2025-07,ART-0032,12,34.61,"415,32",14.22
2025-07,ART-0033,12,20.66,"247,92",7.66
2025-07,ART-0034,3,9.99,"29,97",0.68
2025-07,ART-0035,6,19.13,"114,78",3.9
2025-07,ART-0036,8,28.9,"231,20",6.11
2025-07,ART-0037,14,23.48,"328,72",11.46
2025-07,ART-0038,12,41.33,"495,96",13.78
2025-07,ART-0039,9,36.51,"328,59",11.37
2025-07,ART-0040,8,13.5,"108,00",4.35
2025-07,ART-0041,21,16.36,"343,56",12.54
2025-07,ART-0042,3,31.43,"94,29",2.94
2025-07,ART-0043,6,16.73,"100,38",3.44
2025-07,ART-0044,33,11.57,"381,81",10.67
2025-07,ART-0045,5,14.25,"71,25",2.21
2025-07,ART-0046,13,23.92,"310,96",12.66
2025-07,ART-0047,7,24.4,"170,80",6.22
2025-07,ART-0049,7,42.6,"298,20",10.18
2025-07,ART-0050,9,32.94,"296,46",8.48
2025-07,ART-0051,15,7.31,"109,65",2.66
2025-07,ART-0052,5,21.06,"105,30",4.17
2025-07,ART-0053,17,15.22,"258,74",8.78
2025-07,ART-0054,20,15.83,"316,60",9.17
2025-07,ART-0057,22,24.02,"528,44",18.03
2025-07,ART-0059,17,10.31,"175,27",6.34
2025-07,ART-0060,31,10.24,"317,44",9.35
2025-07,ART-0061,10,19.73,"197,30",6.84
2025-07,ART-0062,7,20.69,"144,83",5.51
2025-07,ART-0063,11,15.63,"171,93",6.53
2025-07,ART-0064,21,12.38,"259,98",7.77
2025-07,ART-0065,17,32.7,"555,90",18.12
2025-07,ART-0066,5,37.11,"185,55",5.06
2025-07,ART-0067,12,14.16,"169,92",6.72
2025-07,ART-0068,18,72.5,"1 305,00",33.91
2025-07,ART-0069,6,14.96,"89,76",2.15
2025-07,ART-0070,5,43.4,"217,00",7.52
2025-07,ART-0071,15,7.47,"112,05",2.89
2025-07,ART-0072,16,23.33,"373,28",11.29
2025-07,ART-0073,11,19.39,"213,29",6.54
2025-07,ART-0074,5,22.7,"113,50",3.62
2025-07,ART-0075,9,41.49,"373,41",12.56
2025-07,ART-0076,8,13.37,"106,96",3.81
2025-07,ART-0077,4,14.69,"58,76",1.54
2025-07,ART-0078,27,19.56,"528,12",13.87
2025-07,ART-0080,11,37.14,"408,54",13.82
2025-07,ART-0081,4,14.61,"58,44",1.46
2025-07,ART-0082,19,49.82,"946,58",29.58
2025-07,ART-0083,17,18.38,"312,46",9.84
2025-07,ART-0084,15,15.63,"234,45",6.08
2025-07,ART-0086,17,24.39,"414,63",12.93
2025-07,ART-0087,9,27.81,"250,29",7.75
2025-07,ART-0088,25,21.76,"544,00",18.92
2025-07,ART-0089,9,38.71,"348,39",12.56
2025-07,ART-0090,8,22.76,"182,08",4.9
2025-07,ART-0091,18,20.39,"367,02",12.95
2025-07,ART-0092,15,30.93,"463,95",16.51
2025-07,ART-0093,6,13.82,"82,92",2.61
2025-07,ART-0095,19,13.68,"259,92",7.41
2025-07,ART-0096,20,14.52,"290,40",9.29
2025-07,ART-0097,31,31.04,"962,24",22.27
2025-07,ART-0098,4,24.08,"96,32",2.63
2025-07,ART-0100,9,9.56,"86,04",2.77
2025-07,ART-0101,20,22.52,"450,40",13.81
2025-07,ART-0102,17,21.88,"371,96",9.34
2025-07,ART-0103,12,14.22,"170,64",4.81
2025-07,ART-0104,11,21.33,"234,63",8.11
2025-07,ART-0105,11,7.24,"79,64",2.63
2025-07,ART-0106,16,35.99,"575,84",19.71
2025-07,ART-0107,26,33.26,"864,76",26.53
2025-07,ART-0108,6,18.92,"113,52",4.15
2025-07,ART-0109,11,20.32,"223,52",5.49
2025-07,ART-0110,25,11.59,"289,75",9.43
2025-07,ART-0111,18,27.87,"501,66",15.89
2025-07,ART-0112,7,18.11,"126,77",3.67
2025-07,ART-0114,8,25.39,"203,12",6.32
2025-07,ART-0115,5,18.93,"94,65",3.02
2025-07,ART-0116,13,13.19,"171,47",4.49
2025-07,ART-0117,29,37.83,"1 097,07",26.78
2025-07,ART-0118,9,15.97,"143,73",4.76
2025-07,ART-0119,3,34.37,"103,11",2.87
2025-07,ART-0120,19,10.7,"203,30",5.19
2025-07,ART-0121,16,11.37,"181,92",7.52
2025-07,ART-0122,10,23.2,"232,00",7.85
2025-07,ART-0123,7,18.4,"128,80",4.38
2025-07,ART-0124,12,11.51,"138,12",3.45
2025-07,ART-0126,10,17.56,"175,60",7.2
2025-07,ART-0127,11,18.4,"202,40",6.75
2025-07,ART-0128,11,9.85,"108,35",3.26
2025-07,ART-0129,10,36.73,"367,30",13.37
2025-07,ART-0130,8,49.77,"398,16",13.42
2025-07,ART-0131,6,34.04,"204,24",6.14
2025-07,ART-0132,7,30.71,"214,97",7.75
2025-07,ART-0133,6,13.26,"79,56",2.64
2025-07,ART-0135,14,12.76,"178,64",5.47
2025-07,ART-0136,25,24.05,"601,25",16.08
2025-07,ART-0137,10,20.83,"208,30",4.81
2025-07,ART-0138,7,15.9,"111,30",4.51
2025-07,ART-0139,18,15.94,"286,92",10.02
2025-07,ART-0140,4,18.94,"75,76",2.39
2025-07,ART-0141,3,18.84,"56,52",1.52
2025-07,ART-0142,3,23.56,"70,68",2.28
2025-07,ART-0143,10,18.86,"188,60",7.52
