report_period,article_sku,quantity,unit_price,amount,freight
2025-10,ART-0000,8,23.05,189.12,4.36
2025-10,ART-0001,20,33.81,693.57,16.04
2025-10,ART-0002,16,27.66,457.99,14.25
2025-10,ART-0003,6,18.09,112.89,4.02
2025-10,ART-0004,8,22.01,183.18,6.56
2025-10,ART-0005,4,23.02,94.58,2.31
2025-10,ART-0006,11,27.0,306.36,8.64
2025-10,ART-0007,5,22.25,114.57,3.07
2025-10,ART-0009,5,28.36,145.81,3.7
2025-10,ART-0010,21,37.01,806.21,26.78
2025-10,ART-0012,20,15.91,326.28,7.46
2025-10,ART-0013,3,25.54,79.49,2.65
2025-10,ART-0014,6,26.29,163.06,4.91
2025-10,ART-0015,18,27.67,513.92,14.65
2025-10,ART-0016,11,43.12,491.63,15.99
2025-10,ART-0019,12,15.06,186.31,5.16
2025-10,ART-0022,36,13.39,498.1,14.83
2025-10,ART-0023,13,15.85,212.86,6.29
2025-10,ART-0024,10,30.98,318.15,7.71
2025-10,ART-0025,6,25.4,157.47,4.68
2025-10,ART-0026,23,16.13,384.48,12.46
2025-10,ART-0027,13,12.84,173.18,5.78
2025-10,ART-0028,37,27.57,1059.9,36.76
2025-10,ART-0029,11,42.09,475.75,11.78
2025-10,ART-0031,25,16.54,425.88,11.43
2025-10,ART-0032,15,34.81,537.6,14.27
2025-10,ART-0033,13,20.73,275.81,5.84
2025-10,ART-0034,4,9.97,41.01,1.04
2025-10,ART-0035,9,19.63,183.21,6.04
2025-10,ART-0036,13,28.16,375.31,8.52
2025-10,ART-0037,16,23.52,388.17,10.94
2025-10,ART-0038,8,40.9,338.86,10.77
2025-10,ART-0039,12,36.37,451.14,13.58
2025-10,ART-0041,29,16.56,500.12,18.36
2025-10,ART-0042,2,31.74,65.59,1.95
2025-10,ART-0043,5,17.09,89.08,3.35
2025-10,ART-0044,36,11.73,436.25,12.9
2025-10,ART-0045,7,14.27,103.71,3.53
2025-10,ART-0046,16,23.35,388.58,13.83
2025-10,ART-0047,8,24.38,201.47,5.94
2025-10,ART-0048,25,14.58,378.28,12.73
2025-10,ART-0049,6,41.59,258.03,7.84
2025-10,ART-0050,10,32.42,335.17,10.13
2025-10,ART-0052,5,21.49,111.39,3.64
2025-10,ART-0053,22,15.36,347.69,9.02
2025-10,ART-0054,18,15.6,289.55,8.08
2025-10,ART-0055,10,15.39,159.18,4.88
2025-10,ART-0056,25,29.21,749.07,17.38
2025-10,ART-0057,20,24.17,506.22,21.07
2025-10,ART-0058,15,40.24,619.89,15.04
2025-10,ART-0061,7,19.59,141.8,4.31
2025-10,ART-0062,8,20.48,169.69,5.4
2025-10,ART-0063,12,15.68,194.18,5.56
2025-10,ART-0064,29,12.62,375.54,8.83
2025-10,ART-0065,8,32.44,270.13,9.8
2025-10,ART-0066,3,36.98,113.26,2.14
2025-10,ART-0067,15,13.92,215.43,6.12
2025-10,ART-0068,9,72.64,677.82,22.22
2025-10,ART-0069,11,15.13,171.34,4.53
2025-10,ART-0070,6,43.88,272.45,8.47
2025-10,ART-0071,15,7.29,113.22,3.57
2025-10,ART-0074,6,22.49,139.03,3.78
2025-10,ART-0075,6,40.94,253.34,7.11
2025-10,ART-0076,7,12.96,93.51,2.58
2025-10,ART-0078,13,19.92,269.69,9.91
2025-10,ART-0079,4,13.66,56.86,2.05
2025-10,ART-0081,5,14.14,73.63,2.71
2025-10,ART-0083,19,18.21,355.11,8.42
2025-10,ART-0084,14,15.57,226.4,7.78
2025-10,ART-0085,52,51.07,2753.91,90.75
2025-10,ART-0088,28,21.32,617.5,18.97
2025-10,ART-0089,9,39.03,363.03,10.86
2025-10,ART-0090,10,23.1,237.92,6.39
2025-10,ART-0091,26,20.45,547.28,14.39
2025-10,ART-0092,30,30.73,950.29,26.22
2025-10,ART-0093,9,13.9,129.45,4.02
2025-10,ART-0094,12,11.19,140.16,5.43
2025-10,ART-0095,8,13.52,111.83,3.39
2025-10,ART-0096,9,14.55,135.6,4.29
2025-10,ART-0097,21,31.26,684.98,26.34
2025-10,ART-0098,5,24.07,123.86,3.24
2025-10,ART-0099,3,24.55,75.76,1.95
2025-10,ART-0100,11,9.87,111.67,2.86
2025-10,ART-0101,21,22.08,481.24,16.22
2025-10,ART-0102,13,22.32,299.62,8.74
2025-10,ART-0103,18,13.68,254.59,7.71
2025-10,ART-0104,16,21.45,354.18,10.14
2025-10,ART-0105,10,7.23,74.91,2.41
2025-10,ART-0106,28,35.53,1021.51,24.63
2025-10,ART-0107,22,33.13,744.98,14.89
2025-10,ART-0108,5,19.15,99.3,3.28
2025-10,ART-0109,7,19.93,143.93,4.08
2025-10,ART-0110,20,11.52,239.1,8.03
2025-10,ART-0111,12,27.1,335.21,9.24
2025-10,ART-0113,26,17.09,457.78,12.41
2025-10,ART-0114,9,25.56,239.43,8.67
2025-10,ART-0115,11,18.67,211.85,5.98
2025-10,ART-0116,9,13.3,124.42,4.36
2025-10,ART-0117,21,37.19,811.3,27.99
2025-10,ART-0118,8,15.63,129.02,3.68
2025-10,ART-0119,6,34.72,216.28,7.35
2025-10,ART-0120,20,10.63,217.46,4.49
2025-10,ART-0122,14,23.13,335.32,10.62
2025-10,ART-0123,11,18.03,206.09,7.17
2025-10,ART-0124,22,11.51,262.84,8.88
2025-10,ART-0126,15,17.48,269.97,7.18
2025-10,ART-0127,12,18.76,232.1,6.45
2025-10,ART-0129,9,35.53,329.59,9.07
2025-10,ART-0130,11,49.81,567.5,18.09
2025-10,ART-0131,5,34.9,181.37,6.34
2025-10,ART-0132,7,30.62,221.19,6.33
2025-10,ART-0133,5,13.13,67.56,1.76
2025-10,ART-0134,9,17.34,161.77,5.27
2025-10,ART-0135,24,12.95,321.22,9.62
2025-10,ART-0136,15,24.03,370.54,9.32
2025-10,ART-0137,10,20.75,215.52,7.41
2025-10,ART-0140,3,19.36,59.99,1.76
2025-10,ART-0141,4,18.65,77.26,2.46
2025-10,ART-0142,7,23.26,168.45,5.2
2025-10,ART-0143,9,18.61,172.1,4.26
2025-10,ART-0144,6,19.13,119.06,3.95
2025-10,ART-0145,19,23.94,469.12,13.17
2025-10,ART-0147,8,25.7,213.62,7.41
2025-10,ART-0148,47,27.76,1358.75,49.9
2025-10,ART-0149,7,16.54,120.4,4.27
