report_period,article_sku,quantity,unit_price,amount,freight
2025-04,ART-0000,3,23.16,81.06,2.48
2025-04,ART-0000,4,23.16,81.06,2.48
2025-04,ART-0001,5,33.79,168.95,6.4
2025-04,ART-0001,5,33.79,168.95,6.41
2025-04,ART-0002,7,28.06,210.45,8.14
2025-04,ART-0002,8,28.06,210.45,8.14
2025-04,ART-0003,2,18.1,45.25,1.46
2025-04,ART-0003,3,18.1,45.25,1.45
2025-04,ART-0004,3,22.04,66.12,2.1
2025-04,ART-0004,3,22.04,66.12,2.11
2025-04,ART-0005,4,23.17,92.68,3.57
2025-04,ART-0005,4,23.17,92.68,3.57
2025-04,ART-0007,3,21.97,76.9,2.38
2025-04,ART-0007,4,21.97,76.89,2.38
2025-04,ART-0008,4,10.3,36.05,1.53
2025-04,ART-0008,3,10.3,36.05,1.54
2025-04,ART-0009,3,28.5,85.5,2.36
2025-04,ART-0009,3,28.5,85.5,2.36
2025-04,ART-0012,8,16.15,129.2,3.43
2025-04,ART-0012,8,16.15,129.2,3.42
2025-04,ART-0013,2,25.98,51.96,1.76
2025-04,ART-0013,2,25.98,51.96,1.76
2025-04,ART-0014,4,25.98,116.91,2.54
2025-04,ART-0014,5,25.98,116.91,2.55
2025-04,ART-0015,10,28.61,286.1,8.68
2025-04,ART-0015,10,28.61,286.1,8.68
2025-04,ART-0016,2,42.73,106.82,3.82
2025-04,ART-0016,3,42.73,106.83,3.81
2025-04,ART-0018,10,8.52,85.2,2.38
2025-04,ART-0018,10,8.52,85.2,2.38
2025-04,ART-0019,7,15.16,106.12,3.45
2025-04,ART-0019,7,15.16,106.12,3.46
2025-04,ART-0020,6,29.26,175.56,5.52
2025-04,ART-0020,6,29.26,175.56,5.52
2025-04,ART-0021,6,36.86,202.73,6.17
2025-04,ART-0021,5,36.86,202.73,6.16
2025-04,ART-0022,16,13.5,222.75,5.88
2025-04,ART-0022,17,13.5,222.75,5.89
2025-04,ART-0023,5,16.17,72.77,2.95
2025-04,ART-0023,4,16.17,72.76,2.94
2025-04,ART-0025,2,25.35,50.7,1.52
2025-04,ART-0025,2,25.35,50.7,1.52
2025-04,ART-0026,11,16.17,177.87,6.64
2025-04,ART-0026,11,16.17,177.87,6.64
2025-04,ART-0027,4,13.06,58.77,2.0
2025-04,ART-0027,5,13.06,58.77,2.01
2025-04,ART-0029,10,42.78,427.8,15.8
2025-04,ART-0029,10,42.78,427.8,15.8
2025-04,ART-0030,2,45.88,68.82,1.67
2025-04,ART-0030,1,45.88,68.82,1.66
2025-04,ART-0031,16,17.13,282.64,8.24
2025-04,ART-0031,17,17.13,282.65,8.24
2025-04,ART-0032,9,34.8,295.8,8.98
2025-04,ART-0032,8,34.8,295.8,8.98
2025-04,ART-0033,6,20.85,125.1,3.42
2025-04,ART-0033,6,20.85,125.1,3.43
2025-04,ART-0035,5,20.28,111.54,2.84
2025-04,ART-0035,6,20.28,111.54,2.85
2025-04,ART-0036,8,28.09,238.76,6.88
2025-04,ART-0036,9,28.09,238.77,6.89
2025-04,ART-0037,11,23.06,253.66,8.71
2025-04,ART-0037,11,23.06,253.66,8.71
2025-04,ART-0038,3,41.23,123.69,3.84
2025-04,ART-0038,3,41.23,123.69,3.85
2025-04,ART-0039,4,36.99,147.96,3.11
2025-04,ART-0039,4,36.99,147.96,3.12
2025-04,ART-0040,5,13.68,61.56,2.14
2025-04,ART-0040,4,13.68,61.56,2.14
2025-04,ART-0041,24,16.43,386.11,8.27
2025-04,ART-0041,23,16.43,386.1,8.26
2025-04,ART-0042,2,31.47,62.94,1.99
2025-04,ART-0042,2,31.47,62.94,1.99
2025-04,ART-0043,2,16.91,42.28,1.27
2025-04,ART-0043,3,16.91,42.27,1.28
2025-04,ART-0045,2,14.24,35.6,1.06
2025-04,ART-0045,3,14.24,35.6,1.07
2025-04,ART-0046,6,23.77,130.73,3.21
2025-04,ART-0046,5,23.77,130.74,3.22
2025-04,ART-0047,3,24.34,73.02,2.01
