report_period,article_sku,quantity,unit_price,amount,freight
2025-06,ART-0000,5,23.53,117.65,3.33
2025-06,ART-0000,5,23.53,117.65,3.33
2025-06,ART-0001,9,33.52,301.68,10.25
2025-06,ART-0001,9,33.52,301.68,10.25
2025-06,ART-0002,5,28.04,140.2,3.53
2025-06,ART-0002,5,28.04,140.2,3.52
2025-06,ART-0003,2,18.22,45.55,1.37
2025-06,ART-0003,3,18.22,45.55,1.37
2025-06,ART-0004,3,21.48,53.7,1.57
2025-06,ART-0004,2,21.48,53.7,1.58
2025-06,ART-0005,3,22.74,68.22,1.91
2025-06,ART-0005,3,22.74,68.22,1.9
2025-06,ART-0006,5,27.25,136.25,4.79
2025-06,ART-0006,5,27.25,136.25,4.79
2025-06,ART-0007,4,22.02,77.07,2.12
2025-06,ART-0007,3,22.02,77.07,2.12
2025-06,ART-0008,3,10.47,36.65,1.24
2025-06,ART-0008,4,10.47,36.64,1.23
2025-06,ART-0009,3,28.7,86.1,2.93
2025-06,ART-0009,3,28.7,86.1,2.94
2025-06,ART-0010,10,36.78,386.19,12.58
2025-06,ART-0010,11,36.78,386.19,12.58
2025-06,ART-0011,7,26.34,171.21,6.13
2025-06,ART-0011,6,26.34,171.21,6.13
2025-06,ART-0012,6,15.85,103.02,2.92
2025-06,ART-0012,7,15.85,103.03,2.93
2025-06,ART-0014,5,26.14,143.77,4.51
2025-06,ART-0014,6,26.14,143.77,4.52
2025-06,ART-0015,15,28.38,425.7,13.15
2025-06,ART-0015,15,28.38,425.7,13.16
2025-06,ART-0017,6,24.31,145.86,4.68
2025-06,ART-0017,6,24.31,145.86,4.68
2025-06,ART-0018,6,8.44,46.42,1.19
2025-06,ART-0018,5,8.44,46.42,1.19
2025-06,ART-0019,10,15.33,153.3,4.49
2025-06,ART-0019,10,15.33,153.3,4.49
2025-06,ART-0020,9,29.22,262.98,8.51
2025-06,ART-0020,9,29.22,262.98,8.51
2025-06,ART-0021,4,36.74,128.59,4.23
2025-06,ART-0021,3,36.74,128.59,4.24
2025-06,ART-0022,25,13.31,326.09,12.41
2025-06,ART-0022,24,13.31,326.1,12.41
2025-06,ART-0024,4,31.16,124.64,3.44
2025-06,ART-0024,4,31.16,124.64,3.45
2025-06,ART-0025,3,25.63,76.89,2.63
2025-06,ART-0025,3,25.63,76.89,2.64
2025-06,ART-0027,8,13.06,104.48,2.82
2025-06,ART-0027,8,13.06,104.48,2.82
2025-06,ART-0029,6,42.21,253.26,7.44
2025-06,ART-0029,6,42.21,253.26,7.45
2025-06,ART-0031,11,16.83,176.71,6.53
2025-06,ART-0031,10,16.83,176.72,6.53
2025-06,ART-0033,5,20.69,103.45,3.01
2025-06,ART-0033,5,20.69,103.45,3.01
2025-06,ART-0034,1,10.04,15.06,0.5
2025-06,ART-0034,2,10.04,15.06,0.51
2025-06,ART-0035,4,19.77,88.96,2.98
2025-06,ART-0035,5,19.77,88.97,2.98
2025-06,ART-0036,5,28.34,141.7,4.66
2025-06,ART-0036,5,28.34,141.7,4.66
2025-06,ART-0037,9,23.48,211.32,6.0
2025-06,ART-0037,9,23.48,211.32,5.99
2025-06,ART-0038,7,42.14,294.98,7.87
2025-06,ART-0038,7,42.14,294.98,7.86
2025-06,ART-0039,4,37.02,166.59,4.99
2025-06,ART-0039,5,37.02,166.59,4.99
2025-06,ART-0040,5,13.66,61.47,1.75
2025-06,ART-0040,4,13.66,61.47,1.74
2025-06,ART-0041,14,16.64,241.28,8.59
2025-06,ART-0041,15,16.64,241.28,8.58
2025-06,ART-0042,1,31.22,46.83,1.5
2025-06,ART-0042,2,31.22,46.83,1.5
2025-06,ART-0043,2,16.81,42.02,1.28
2025-06,ART-0043,3,16.81,42.03,1.28
2025-06,ART-0044,19,11.78,217.93,6.33
