report_period,article_sku,quantity,unit_price,amount,freight
2025-03,ART-0000,3,23.25,81.38,2.6
2025-03,ART-0000,4,23.25,81.37,2.6
2025-03,ART-0001,10,33.32,333.2,10.01
2025-03,ART-0001,10,33.32,333.2,10.01
2025-03,ART-0002,7,27.92,209.4,6.44
2025-03,ART-0002,8,27.92,209.4,6.44
2025-03,ART-0003,3,17.74,53.22,1.48
2025-03,ART-0003,3,17.74,53.22,1.49
2025-03,ART-0004,2,21.91,54.78,1.74
2025-03,ART-0004,3,21.91,54.77,1.73
2025-03,ART-0005,3,22.8,57.0,2.1
2025-03,ART-0005,2,22.8,57.0,2.1
2025-03,ART-0006,6,27.26,163.56,5.49
2025-03,ART-0006,6,27.26,163.56,5.48
2025-03,ART-0007,4,21.44,85.76,2.23
2025-03,ART-0007,4,21.44,85.76,2.23
2025-03,ART-0008,3,10.17,30.51,1.03
2025-03,ART-0008,3,10.17,30.51,1.02
2025-03,ART-0009,5,28.65,143.25,4.27
2025-03,ART-0009,5,28.65,143.25,4.28
2025-03,ART-0010,8,37.36,317.56,8.58
2025-03,ART-0010,9,37.36,317.56,8.58
2025-03,ART-0011,11,25.64,269.22,8.62
2025-03,ART-0011,10,25.64,269.22,8.62
2025-03,ART-0012,10,15.69,156.9,5.29
2025-03,ART-0012,10,15.69,156.9,5.3
2025-03,ART-0013,2,26.45,39.68,1.24
2025-03,ART-0013,1,26.45,39.67,1.24
2025-03,ART-0015,12,27.83,347.88,11.9
2025-03,ART-0015,13,27.83,347.87,11.9
2025-03,ART-0016,7,43.08,301.56,10.06
2025-03,ART-0016,7,43.08,301.56,10.07
2025-03,ART-0017,3,23.88,71.64,2.1
2025-03,ART-0017,3,23.88,71.64,2.1
2025-03,ART-0018,9,8.46,76.14,2.05
2025-03,ART-0018,9,8.46,76.14,2.04
2025-03,ART-0020,8,29.06,217.95,5.45
2025-03,ART-0020,7,29.06,217.95,5.44
2025-03,ART-0021,5,36.61,183.05,7.75
2025-03,ART-0021,5,36.61,183.05,7.76
2025-03,ART-0022,20,13.7,274.0,8.03
2025-03,ART-0022,20,13.7,274.0,8.03
2025-03,ART-0024,5,30.96,154.8,5.56
2025-03,ART-0024,5,30.96,154.8,5.56
2025-03,ART-0025,2,25.55,63.88,2.3
2025-03,ART-0025,3,25.55,63.87,2.3
2025-03,ART-0027,7,12.92,83.98,2.09
2025-03,ART-0027,6,12.92,83.98,2.08
2025-03,ART-0028,16,27.35,451.28,11.48
2025-03,ART-0028,17,27.35,451.27,11.48
2025-03,ART-0029,6,42.16,274.04,7.05
2025-03,ART-0029,7,42.16,274.04,7.05
2025-03,ART-0030,2,45.43,90.86,2.57
2025-03,ART-0030,2,45.43,90.86,2.57
2025-03,ART-0031,17,16.7,292.25,9.15
2025-03,ART-0031,18,16.7,292.25,9.15
2025-03,ART-0032,6,34.51,224.32,7.65
2025-03,ART-0032,7,34.51,224.31,7.65
2025-03,ART-0033,7,20.72,155.4,5.12
2025-03,ART-0033,8,20.72,155.4,5.11
2025-03,ART-0034,2,9.95,19.9,0.61
2025-03,ART-0034,2,9.95,19.9,0.61
2025-03,ART-0035,5,19.67,98.35,2.96
2025-03,ART-0035,5,19.67,98.35,2.97
2025-03,ART-0036,7,28.49,213.68,6.64
2025-03,ART-0036,8,28.49,213.67,6.63
2025-03,ART-0037,10,23.88,226.86,6.53
2025-03,ART-0037,9,23.88,226.86,6.54
2025-03,ART-0038,3,40.97,143.4,5.07
2025-03,ART-0038,4,40.97,143.39,5.06
2025-03,ART-0039,5,36.81,184.05,6.55
2025-03,ART-0039,5,36.81,184.05,6.55
2025-03,ART-0040,3,13.75,41.25,1.18
2025-03,ART-0040,3,13.75,41.25,1.17
2025-03,ART-0042,2,31.79,63.58,1.73
2025-03,ART-0042,2,31.79,63.58,1.74
2025-03,ART-0043,2,16.82,42.05,1.01
2025-03,ART-0043,3,16.82,42.05,1.02
2025-03,ART-0044,28,11.6,319.0,9.61
2025-03,ART-0044,27,11.6,319.0,9.61
2025-03,ART-0046,6,23.92,131.56,4.98
2025-03,ART-0046,5,23.92,131.56,4.98
2025-03,ART-0047,3,24.1,72.3,2.18
2025-03,ART-0047,3,24.1,72.3,2.19
2025-03,ART-0048,10,14.55,145.5,5.66
2025-03,ART-0048,10,14.55,145.5,5.67
2025-03,ART-0049,3,42.59,106.47,3.2
2025-03,ART-0049,2,42.59,106.48,3.2
2025-03,ART-0050,3,32.74,98.22,3.14
2025-03,ART-0050,3,32.74,98.22,3.14
2025-03,ART-0051,8,7.3,58.4,1.57
2025-03,ART-0051,8,7.3,58.4,1.57
2025-03,ART-0052,3,20.95,52.37,1.72
2025-03,ART-0052,2,20.95,52.38,1.72
2025-03,ART-0053,18,14.98,262.15,8.42
2025-03,ART-0053,17,14.98,262.15,8.41
2025-03,ART-0054,8,16.07,120.53,4.82
2025-03,ART-0054,7,16.07,120.52,4.82
2025-03,ART-0055,8,15.39,123.12,3.88
2025-03,ART-0055,8,15.39,123.12,3.89
2025-03,ART-0056,7,28.49,199.43,5.02
2025-03,ART-0056,7,28.49,199.43,5.02
2025-03,ART-0057,18,24.02,420.35,14.47
2025-03,ART-0057,17,24.02,420.35,14.47
2025-03,ART-0058,6,39.86,239.16,7.35
2025-03,ART-0058,6,39.86,239.16,7.34
