report_period,article_sku,quantity,unit_price,discount_pct,amount,freight
2025-05,ART-0000,12,23.59,0.0,283.08,9.92
2025-05,ART-0001,17,33.96,0.0,577.32,18.1
2025-05,ART-0002,12,28.64,0.0,343.68,13.38
2025-05,ART-0003,4,18.0,0.0,72.0,1.82
2025-05,ART-0004,7,21.64,0.0,151.48,5.42
2025-05,ART-0005,5,22.44,0.0,112.2,4.15
2025-05,ART-0006,16,26.74,0.0,427.84,17.29
2025-05,ART-0007,7,21.91,0.0,153.37,5.21
2025-05,ART-0009,9,28.89,0.0,260.01,8.59
2025-05,ART-0010,17,36.62,0.0,622.54,19.37
2025-05,ART-0012,14,15.54,0.0,217.56,5.81
2025-05,ART-0014,10,26.13,0.0,261.3,8.1
2025-05,ART-0015,27,28.23,0.0,762.21,27.86
2025-05,ART-0016,6,42.97,0.0,257.82,8.18
2025-05,ART-0017,9,24.01,0.0,216.09,7.86
2025-05,ART-0019,25,15.4,0.0,385.0,10.92
2025-05,ART-0020,22,29.31,0.0,644.82,20.46
2025-05,ART-0023,11,16.13,0.0,177.43,4.49
2025-05,ART-0024,8,32.08,0.0,256.64,7.46
2025-05,ART-0025,7,25.31,0.0,177.17,5.99
2025-05,ART-0026,19,16.01,0.0,304.19,9.98
2025-05,ART-0028,41,27.86,0.0,1142.26,41.25
2025-05,ART-0031,34,16.91,0.0,574.94,18.59
2025-05,ART-0032,12,35.0,0.0,420.0,12.63
2025-05,ART-0033,13,21.17,0.0,275.21,7.96
2025-05,ART-0034,3,9.96,0.0,29.88,1.11
2025-05,ART-0035,6,19.45,0.0,116.7,3.51
2025-05,ART-0036,12,28.19,0.0,338.28,9.93
2025-05,ART-0037,16,23.54,0.0,376.64,12.13
2025-05,ART-0038,8,40.64,0.0,325.12,7.38
2025-05,ART-0040,7,13.85,0.0,96.95,2.38
2025-05,ART-0042,3,31.36,0.0,94.08,2.7
2025-05,ART-0043,6,16.87,0.0,101.22,3.36
2025-05,ART-0044,38,11.53,0.0,438.14,9.12
2025-05,ART-0045,5,14.36,0.0,71.8,2.14
2025-05,ART-0046,10,23.65,0.0,236.5,7.3
2025-05,ART-0047,5,24.64,0.0,123.2,4.93
2025-05,ART-0048,24,14.54,0.0,348.96,9.34
2025-05,ART-0049,4,42.11,0.0,168.44,5.52
2025-05,ART-0051,17,7.31,0.0,124.27,3.48
2025-05,ART-0052,4,21.27,0.0,85.08,2.81
2025-05,ART-0053,31,15.47,0.0,479.57,16.64
2025-05,ART-0054,12,15.99,0.0,191.88,4.74
2025-05,ART-0056,19,29.09,0.0,552.71,15.73
2025-05,ART-0057,26,24.21,0.0,629.46,19.63
2025-05,ART-0058,10,40.26,0.0,402.6,15.77
2025-05,ART-0059,11,10.46,0.0,115.06,3.74
2025-05,ART-0060,28,10.31,0.0,288.68,7.18
2025-05,ART-0061,8,19.34,0.0,154.72,4.47
2025-05,ART-0062,9,20.59,0.0,185.31,5.7
2025-05,ART-0063,11,15.54,0.0,170.94,5.5
2025-05,ART-0064,12,12.56,0.0,150.72,4.83
2025-05,ART-0065,8,32.29,0.0,258.32,8.4
2025-05,ART-0066,5,38.04,0.0,190.2,5.9
2025-05,ART-0067,17,13.69,0.0,232.73,6.85
2025-05,ART-0068,18,73.64,0.0,1325.52,43.02
2025-05,ART-0069,14,15.16,0.0,212.24,5.53
2025-05,ART-0071,12,7.4,0.0,88.8,2.75
2025-05,ART-0072,10,23.78,0.0,237.8,6.37
2025-05,ART-0073,9,19.65,0.0,176.85,4.44
2025-05,ART-0075,6,41.24,0.0,247.44,7.36
2025-05,ART-0076,8,13.07,0.0,104.56,3.0
2025-05,ART-0077,4,14.6,0.0,58.4,1.87
2025-05,ART-0078,13,19.84,0.0,257.92,8.13
2025-05,ART-0079,4,13.84,0.0,55.36,1.64
2025-05,ART-0080,12,37.3,0.0,447.6,13.32
2025-05,ART-0081,4,14.5,0.0,58.0,1.44
2025-05,ART-0082,9,50.08,0.0,450.72,15.5
2025-05,ART-0083,31,17.93,0.0,555.83,17.87
2025-05,ART-0085,20,50.43,0.0,1008.6,29.28
2025-05,ART-0086,15,25.21,0.0,378.15,11.22
2025-05,ART-0087,5,27.74,0.0,138.7,4.54
2025-05,ART-0088,19,21.31,0.0,404.89,13.39
2025-05,ART-0089,6,39.02,0.0,234.12,6.68
2025-05,ART-0090,13,23.2,0.0,301.6,8.38
2025-05,ART-0091,22,20.47,0.0,450.34,12.43
2025-05,ART-0092,31,30.6,0.0,948.6,27.53
2025-05,ART-0093,9,13.94,0.0,125.46,3.3
2025-05,ART-0094,10,11.23,0.0,112.3,4.32
2025-05,ART-0095,15,13.75,0.0,206.25,4.88
2025-05,ART-0096,12,14.39,0.0,172.68,5.19
2025-05,ART-0097,22,30.72,0.0,675.84,24.73
2025-05,ART-0098,4,24.23,0.0,96.92,2.62
2025-05,ART-0099,5,24.22,0.0,121.1,4.42
2025-05,ART-0101,18,22.07,0.0,397.26,12.44
2025-05,ART-0102,14,22.78,0.0,318.92,10.81
2025-05,ART-0103,14,13.88,0.0,194.32,5.47
2025-05,ART-0105,7,7.27,0.0,50.89,1.89
2025-05,ART-0106,26,35.08,0.0,912.08,25.1
