report_period,article_sku,quantity,unit_price,amount,freight
2025-01,ART-0000,6,23.05,142.76,4.04
2025-01,ART-0001,12,33.87,420.86,13.07
2025-01,ART-0002,10,28.52,297.66,11.3
2025-01,ART-0003,8,17.73,147.13,4.8
2025-01,ART-0004,5,21.71,112.34,3.44
2025-01,ART-0005,5,22.45,116.49,3.84
2025-01,ART-0006,13,27.16,365.16,10.95
2025-01,ART-0008,9,10.41,97.33,3.3
2025-01,ART-0009,4,28.85,118.91,3.18
2025-01,ART-0010,21,36.81,803.11,27.29
2025-01,ART-0011,17,25.55,450.61,14.74
2025-01,ART-0012,18,15.67,290.48,7.63
2025-01,ART-0013,2,26.16,54.06,1.58
2025-01,ART-0014,8,26.28,218.29,7.3
2025-01,ART-0015,24,28.64,713.72,23.9
2025-01,ART-0017,11,24.17,275.79,8.99
2025-01,ART-0018,18,8.39,155.8,4.33
2025-01,ART-0019,17,15.15,267.4,8.93
2025-01,ART-0021,13,35.74,478.24,12.35
2025-01,ART-0022,37,13.36,514.37,18.18
2025-01,ART-0023,11,16.09,182.58,5.07
2025-01,ART-0024,12,31.23,387.5,11.55
2025-01,ART-0025,4,26.24,107.29,2.11
2025-01,ART-0026,19,15.89,312.94,10.0
2025-01,ART-0027,14,12.73,185.0,6.15
2025-01,ART-0028,38,27.47,1071.47,25.03
2025-01,ART-0029,10,43.29,446.68,12.49
2025-01,ART-0030,4,44.29,183.3,5.57
2025-01,ART-0032,10,34.79,358.39,9.51
2025-01,ART-0033,11,20.69,235.2,6.9
2025-01,ART-0034,2,10.05,20.73,0.57
2025-01,ART-0035,11,19.88,226.51,7.1
2025-01,ART-0036,13,28.38,379.87,9.91
2025-01,ART-0037,17,23.47,411.49,11.33
2025-01,ART-0038,8,40.72,336.79,10.0
2025-01,ART-0039,5,36.47,188.53,5.6
2025-01,ART-0040,6,13.93,87.09,3.18
2025-01,ART-0041,31,16.23,517.87,13.36
2025-01,ART-0042,3,31.15,96.74,2.98
2025-01,ART-0043,5,16.78,86.73,2.57
2025-01,ART-0044,44,11.71,534.11,17.11
2025-01,ART-0045,6,14.4,89.16,2.5
2025-01,ART-0046,13,23.53,317.63,10.64
2025-01,ART-0047,4,24.61,101.48,2.76
2025-01,ART-0048,19,14.57,287.45,9.63
2025-01,ART-0049,5,43.16,224.27,7.68
2025-01,ART-0050,4,32.76,134.69,3.31
2025-01,ART-0051,9,7.17,66.61,1.89
2025-01,ART-0052,5,21.24,110.45,3.85
2025-01,ART-0053,23,15.29,363.41,10.64
2025-01,ART-0054,8,15.94,131.08,3.23
2025-01,ART-0055,11,15.32,173.77,4.76
2025-01,ART-0056,21,28.2,611.81,17.78
2025-01,ART-0058,9,40.18,372.47,9.84
2025-01,ART-0059,9,10.31,96.18,3.07
2025-01,ART-0060,18,10.27,192.22,6.67
2025-01,ART-0061,6,19.32,119.36,3.12
2025-01,ART-0062,7,20.42,147.5,4.13
2025-01,ART-0063,10,15.7,162.95,5.39
2025-01,ART-0064,19,12.53,246.87,7.98
2025-01,ART-0065,10,32.55,337.27,10.67
2025-01,ART-0067,16,13.85,230.03,7.64
2025-01,ART-0068,11,73.09,831.23,24.7
2025-01,ART-0069,12,15.33,190.39,5.83
2025-01,ART-0070,6,44.57,276.54,8.27
2025-01,ART-0071,9,7.43,68.98,1.91
2025-01,ART-0072,13,23.5,316.55,10.02
2025-01,ART-0073,11,19.25,218.74,6.34
2025-01,ART-0075,5,41.44,213.75,5.94
2025-01,ART-0077,5,14.87,76.73,2.16
2025-01,ART-0079,6,14.06,87.57,2.91
2025-01,ART-0080,15,37.46,582.63,18.79
2025-01,ART-0081,6,14.36,89.09,2.66
2025-01,ART-0082,11,49.4,566.25,20.72
2025-01,ART-0083,15,18.18,282.15,8.57
