report_period,article_sku,quantity,unit_price,amount,freight
2025-02,ART-0000,9,23.73,220.16,6.07
2025-02,ART-0001,13,33.49,451.81,15.14
2025-02,ART-0003,8,17.9,148.63,5.0
2025-02,ART-0004,5,21.44,110.77,3.29
2025-02,ART-0006,15,26.85,415.09,11.36
2025-02,ART-0007,6,22.33,138.63,4.28
2025-02,ART-0008,7,10.37,75.29,2.49
2025-02,ART-0010,24,37.18,925.96,30.98
2025-02,ART-0011,24,25.78,634.83,14.84
2025-02,ART-0012,12,15.91,197.04,5.64
2025-02,ART-0013,3,25.52,78.82,2.08
2025-02,ART-0014,12,26.1,324.2,10.13
2025-02,ART-0015,21,28.6,618.77,16.73
2025-02,ART-0016,7,42.58,306.54,7.81
2025-02,ART-0017,9,24.41,226.52,6.29
2025-02,ART-0019,24,15.24,375.78,9.23
2025-02,ART-0020,14,29.18,422.16,12.56
2025-02,ART-0021,10,37.08,382.52,10.79
2025-02,ART-0022,42,13.53,584.04,14.53
2025-02,ART-0024,13,31.27,418.16,10.73
2025-02,ART-0025,4,25.15,104.06,3.19
2025-02,ART-0026,21,15.84,344.39,10.82
2025-02,ART-0027,7,12.95,92.69,1.88
2025-02,ART-0029,18,42.42,788.45,22.92
2025-02,ART-0030,4,45.44,188.66,6.35
2025-02,ART-0031,31,16.76,538.67,17.6
2025-02,ART-0032,11,34.68,391.84,9.54
2025-02,ART-0033,24,21.35,530.09,16.29
2025-02,ART-0035,12,19.48,238.82,4.66
2025-02,ART-0037,17,23.58,415.95,13.9
2025-02,ART-0038,7,41.03,298.24,10.16
2025-02,ART-0039,7,37.08,268.9,8.6
2025-02,ART-0040,8,13.75,114.03,3.71
2025-02,ART-0041,34,16.29,575.02,19.49
2025-02,ART-0042,3,30.85,94.92,2.18
2025-02,ART-0043,3,16.92,52.41,1.52
2025-02,ART-0044,29,11.58,344.41,7.91
2025-02,ART-0045,8,14.19,117.22,3.41
2025-02,ART-0046,16,23.37,385.82,10.96
2025-02,ART-0047,6,24.38,151.3,4.62
2025-02,ART-0049,6,42.1,263.14,9.71
2025-02,ART-0050,12,32.67,405.79,12.66
2025-02,ART-0051,13,7.28,98.01,3.1
2025-02,ART-0052,7,20.74,150.67,5.06
2025-02,ART-0053,22,15.17,343.72,9.19
2025-02,ART-0054,12,15.93,196.76,5.16
2025-02,ART-0056,23,29.13,695.91,23.87
2025-02,ART-0057,22,24.93,564.06,14.37
2025-02,ART-0058,15,40.22,622.79,17.95
2025-02,ART-0059,24,10.43,259.35,8.32
2025-02,ART-0060,30,10.24,317.05,9.07
2025-02,ART-0061,7,19.31,140.16,4.6
2025-02,ART-0062,9,20.3,189.03,5.83
2025-02,ART-0063,14,15.71,226.23,5.79
2025-02,ART-0064,18,12.47,231.25,6.25
2025-02,ART-0065,12,32.94,407.07,10.86
2025-02,ART-0066,4,37.17,152.78,3.78
2025-02,ART-0067,12,13.73,170.68,5.45
2025-02,ART-0068,16,72.59,1203.3,38.55
2025-02,ART-0069,13,15.4,207.48,6.7
