report_period,article_sku,quantity,unit_price,amount,freight
2025-02,ART-0000,4,23.73,106.78,3.04
2025-02,ART-0000,5,23.73,106.79,3.03
2025-02,ART-0001,6,33.49,217.68,7.57
2025-02,ART-0001,7,33.49,217.69,7.57
2025-02,ART-0003,4,17.9,71.6,2.5
2025-02,ART-0003,4,17.9,71.6,2.5
2025-02,ART-0004,2,21.44,53.6,1.64
2025-02,ART-0004,3,21.44,53.6,1.65
2025-02,ART-0006,7,26.85,201.38,5.68
2025-02,ART-0006,8,26.85,201.37,5.68
2025-02,ART-0007,3,22.33,66.99,2.14
2025-02,ART-0007,3,22.33,66.99,2.14
2025-02,ART-0008,3,10.37,36.3,1.25
2025-02,ART-0008,4,10.37,36.29,1.24
2025-02,ART-0010,12,37.18,446.16,15.49
2025-02,ART-0010,12,37.18,446.16,15.49
2025-02,ART-0011,12,25.78,309.36,7.42
2025-02,ART-0011,12,25.78,309.36,7.42
2025-02,ART-0012,6,15.91,95.46,2.82
2025-02,ART-0012,6,15.91,95.46,2.82
2025-02,ART-0013,2,25.52,38.28,1.04
2025-02,ART-0013,1,25.52,38.28,1.04
2025-02,ART-0014,6,26.1,156.6,5.07
2025-02,ART-0014,6,26.1,156.6,5.06
2025-02,ART-0015,10,28.6,300.3,8.36
2025-02,ART-0015,11,28.6,300.3,8.37
2025-02,ART-0016,3,42.58,149.03,3.9
2025-02,ART-0016,4,42.58,149.03,3.91
2025-02,ART-0017,4,24.41,109.84,3.14
2025-02,ART-0017,5,24.41,109.85,3.15
2025-02,ART-0019,12,15.24,182.88,4.61
2025-02,ART-0019,12,15.24,182.88,4.62
2025-02,ART-0020,7,29.18,204.26,6.28
2025-02,ART-0020,7,29.18,204.26,6.28
2025-02,ART-0021,5,37.08,185.4,5.39
2025-02,ART-0021,5,37.08,185.4,5.4
2025-02,ART-0022,21,13.53,284.13,7.26
2025-02,ART-0022,21,13.53,284.13,7.27
2025-02,ART-0024,7,31.27,203.25,5.37
2025-02,ART-0024,6,31.27,203.26,5.36
2025-02,ART-0025,2,25.15,50.3,1.6
2025-02,ART-0025,2,25.15,50.3,1.59
2025-02,ART-0026,11,15.84,166.32,5.41
2025-02,ART-0026,10,15.84,166.32,5.41
2025-02,ART-0027,3,12.95,45.32,0.94
2025-02,ART-0027,4,12.95,45.33,0.94
2025-02,ART-0029,9,42.42,381.78,11.46
2025-02,ART-0029,9,42.42,381.78,11.46
2025-02,ART-0030,2,45.44,90.88,3.17
2025-02,ART-0030,2,45.44,90.88,3.18
2025-02,ART-0031,16,16.76,259.78,8.8
2025-02,ART-0031,15,16.76,259.78,8.8
2025-02,ART-0032,5,34.68,190.74,4.77
2025-02,ART-0032,6,34.68,190.74,4.77
2025-02,ART-0033,12,21.35,256.2,8.14
2025-02,ART-0033,12,21.35,256.2,8.15
2025-02,ART-0035,6,19.48,116.88,2.33
2025-02,ART-0035,6,19.48,116.88,2.33
2025-02,ART-0037,9,23.58,200.43,6.95
2025-02,ART-0037,8,23.58,200.43,6.95
2025-02,ART-0038,4,41.03,143.61,5.08
2025-02,ART-0038,3,41.03,143.6,5.08
2025-02,ART-0039,4,37.08,129.78,4.3
2025-02,ART-0039,3,37.08,129.78,4.3
2025-02,ART-0040,4,13.75,55.0,1.86
2025-02,ART-0040,4,13.75,55.0,1.85
2025-02,ART-0041,17,16.29,276.93,9.74
2025-02,ART-0041,17,16.29,276.93,9.75
2025-02,ART-0042,1,30.85,46.28,1.09
2025-02,ART-0042,2,30.85,46.27,1.09
2025-02,ART-0043,1,16.92,25.38,0.76
2025-02,ART-0043,2,16.92,25.38,0.76
2025-02,ART-0044,14,11.58,167.91,3.96
2025-02,ART-0044,15,11.58,167.91,3.95
2025-02,ART-0045,4,14.19,56.76,1.7
2025-02,ART-0045,4,14.19,56.76,1.71
2025-02,ART-0046,8,23.37,186.96,5.48
2025-02,ART-0046,8,23.37,186.96,5.48
2025-02,ART-0047,3,24.38,73.14,2.31
2025-02,ART-0047,3,24.38,73.14,2.31
2025-02,ART-0049,3,42.1,126.3,4.85
2025-02,ART-0049,3,42.1,126.3,4.86
2025-02,ART-0050,6,32.67,196.02,6.33
2025-02,ART-0050,6,32.67,196.02,6.33
2025-02,ART-0051,6,7.28,47.32,1.55
2025-02,ART-0051,7,7.28,47.32,1.55
2025-02,ART-0052,4,20.74,72.59,2.53
2025-02,ART-0052,3,20.74,72.59,2.53
2025-02,ART-0053,11,15.17,166.87,4.59
2025-02,ART-0053,11,15.17,166.87,4.6
2025-02,ART-0054,6,15.93,95.58,2.58
2025-02,ART-0054,6,15.93,95.58,2.58
2025-02,ART-0056,11,29.13,335.0,11.94
2025-02,ART-0056,12,29.13,334.99,11.93
2025-02,ART-0057,11,24.93,274.23,7.18
2025-02,ART-0057,11,24.93,274.23,7.19
2025-02,ART-0058,7,40.22,301.65,8.98
2025-02,ART-0058,8,40.22,301.65,8.97
2025-02,ART-0059,12,10.43,125.16,4.16
2025-02,ART-0059,12,10.43,125.16,4.16
2025-02,ART-0060,15,10.24,153.6,4.54
2025-02,ART-0060,15,10.24,153.6,4.53
2025-02,ART-0061,4,19.31,67.59,2.3
2025-02,ART-0061,3,19.31,67.58,2.3
2025-02,ART-0062,5,20.3,91.35,2.91
2025-02,ART-0062,4,20.3,91.35,2.92
2025-02,ART-0063,7,15.71,109.97,2.9
2025-02,ART-0063,7,15.71,109.97,2.89
2025-02,ART-0064,9,12.47,112.23,3.13
2025-02,ART-0064,9,12.47,112.23,3.12
2025-02,ART-0065,6,32.94,197.64,5.43
2025-02,ART-0065,6,32.94,197.64,5.43
2025-02,ART-0066,2,37.17,74.34,1.89
2025-02,ART-0066,2,37.17,74.34,1.89
2025-02,ART-0067,6,13.73,82.38,2.73
2025-02,ART-0067,6,13.73,82.38,2.72
2025-02,ART-0068,8,72.59,580.72,19.27
2025-02,ART-0068,8,72.59,580.72,19.28
2025-02,ART-0069,7,15.4,100.1,3.35
2025-02,ART-0069,6,15.4,100.1,3.35
2025-02,ART-0070,5,43.71,218.55,7.59
2025-02,ART-0070,5,43.71,218.55,7.6
2025-02,ART-0071,7,7.17,46.61,1.29
2025-02,ART-0071,6,7.17,46.6,1.3
2025-02,ART-0073,5,19.11,95.55,3.29
2025-02,ART-0073,5,19.11,95.55,3.3
2025-02,ART-0074,4,22.61,101.74,3.13
2025-02,ART-0074,5,22.61,101.75,3.13
2025-02,ART-0075,2,40.83,102.08,3.3
2025-02,ART-0075,3,40.83,102.07,3.3
2025-02,ART-0076,6,13.1,85.15,2.65
2025-02,ART-0076,7,13.1,85.15,2.65
2025-02,ART-0077,3,14.74,44.22,1.25
2025-02,ART-0077,3,14.74,44.22,1.25
2025-02,ART-0078,14,19.77,276.78,8.75
2025-02,ART-0078,14,19.77,276.78,8.76
2025-02,ART-0079,2,13.45,33.62,1.08
2025-02,ART-0079,3,13.45,33.63,1.08
2025-02,ART-0080,11,37.27,391.33,13.15
2025-02,ART-0080,10,37.27,391.34,13.16
2025-02,ART-0081,2,14.51,29.02,0.73
2025-02,ART-0081,2,14.51,29.02,0.73
2025-02,ART-0082,9,50.36,478.42,14.98
2025-02,ART-0082,10,50.36,478.42,14.99
2025-02,ART-0084,6,15.77,102.5,2.78
2025-02,ART-0084,7,15.77,102.51,2.78
2025-02,ART-0085,12,50.7,633.75,16.22
2025-02,ART-0085,13,50.7,633.75,16.21
2025-02,ART-0086,12,24.43,280.95,7.17
2025-02,ART-0086,11,24.43,280.94,7.16
2025-02,ART-0087,3,28.06,70.15,2.41
2025-02,ART-0087,2,28.06,70.15,2.42
2025-02,ART-0088,25,21.39,534.75,17.58
2025-02,ART-0088,25,21.39,534.75,17.59
2025-02,ART-0090,6,23.04,138.24,4.35
2025-02,ART-0090,6,23.04,138.24,4.35
2025-02,ART-0091,19,20.15,382.85,9.94
2025-02,ART-0091,19,20.15,382.85,9.94
2025-02,ART-0092,15,30.98,464.7,15.5
2025-02,ART-0092,15,30.98,464.7,15.51
2025-02,ART-0093,4,13.84,62.28,2.01
2025-02,ART-0093,5,13.84,62.28,2.01
2025-02,ART-0094,5,11.49,57.45,1.57
2025-02,ART-0094,5,11.49,57.45,1.57
2025-02,ART-0095,12,13.51,155.37,4.39
2025-02,ART-0095,11,13.51,155.36,4.39
2025-02,ART-0097,20,30.82,616.4,22.15
2025-02,ART-0097,20,30.82,616.4,22.16
2025-02,ART-0098,1,23.98,35.97,1.2
2025-02,ART-0098,2,23.98,35.97,1.19
2025-02,ART-0099,2,24.39,48.78,1.67
2025-02,ART-0099,2,24.39,48.78,1.67
2025-02,ART-0100,7,9.59,67.13,2.03
2025-02,ART-0100,7,9.59,67.13,2.02
2025-02,ART-0101,8,23.14,185.12,6.3
2025-02,ART-0101,8,23.14,185.12,6.29
2025-02,ART-0102,9,22.19,210.8,5.58
2025-02,ART-0102,10,22.19,210.81,5.59
2025-02,ART-0103,5,14.07,77.39,2.21
2025-02,ART-0103,6,14.07,77.38,2.21
2025-02,ART-0104,6,21.57,118.63,4.56
2025-02,ART-0104,5,21.57,118.64,4.56
2025-02,ART-0105,4,7.19,28.76,0.88
2025-02,ART-0105,4,7.19,28.76,0.87
2025-02,ART-0106,20,35.77,715.4,24.49
2025-02,ART-0106,20,35.77,715.4,24.49
2025-02,ART-0107,14,33.27,465.78,19.34
2025-02,ART-0107,14,33.27,465.78,19.34
2025-02,ART-0109,7,20.1,140.7,4.48
2025-02,ART-0109,7,20.1,140.7,4.47
2025-02,ART-0110,11,11.49,126.39,4.01
2025-02,ART-0110,11,11.49,126.39,4.01
2025-02,ART-0111,6,27.8,180.7,5.35
2025-02,ART-0111,7,27.8,180.7,5.35
2025-02,ART-0113,9,16.88,160.36,5.33
2025-02,ART-0113,10,16.88,160.36,5.33
2025-02,ART-0114,4,25.74,90.09,2.41
2025-02,ART-0114,3,25.74,90.09,2.42
2025-02,ART-0115,4,19.09,76.36,2.24
2025-02,ART-0115,4,19.09,76.36,2.25
2025-02,ART-0116,8,13.18,105.44,2.56
2025-02,ART-0116,8,13.18,105.44,2.56
2025-02,ART-0117,15,37.41,561.15,16.6
2025-02,ART-0117,15,37.41,561.15,16.61
2025-02,ART-0118,5,15.5,77.5,2.73
2025-02,ART-0118,5,15.5,77.5,2.74
2025-02,ART-0119,3,34.67,121.34,3.18
2025-02,ART-0119,4,34.67,121.35,3.17
2025-02,ART-0122,7,22.86,148.59,4.3
2025-02,ART-0122,6,22.86,148.59,4.3
2025-02,ART-0123,4,17.85,62.47,1.77
2025-02,ART-0123,3,17.85,62.48,1.77
2025-02,ART-0126,7,17.78,124.46,4.27
2025-02,ART-0126,7,17.78,124.46,4.26
2025-02,ART-0127,5,18.56,102.08,3.14
2025-02,ART-0127,6,18.56,102.08,3.13
2025-02,ART-0128,5,9.64,43.38,1.35
2025-02,ART-0128,4,9.64,43.38,1.36
2025-02,ART-0129,9,36.33,326.97,10.4
2025-02,ART-0129,9,36.33,326.97,10.4
2025-02,ART-0130,5,50.3,226.35,7.32
2025-02,ART-0130,4,50.3,226.35,7.32
2025-02,ART-0131,3,34.06,102.18,3.44
