report_period,article_sku,quantity,unit_price,amount,freight
2025-08,ART-0000,4,23.66,94.64,2.85
2025-08,ART-0000,4,23.66,94.64,2.85
2025-08,ART-0001,8,34.04,289.34,10.3
2025-08,ART-0001,9,34.04,289.34,10.3
2025-08,ART-0002,3,28.32,99.12,2.36
2025-08,ART-0002,4,28.32,99.12,2.36
2025-08,ART-0004,3,21.61,64.83,2.24
2025-08,ART-0004,3,21.61,64.83,2.25
2025-08,ART-0005,3,22.25,55.63,1.51
2025-08,ART-0005,2,22.25,55.62,1.52
2025-08,ART-0006,3,27.41,82.23,2.01
2025-08,ART-0006,3,27.41,82.23,2.0
2025-08,ART-0007,4,21.75,76.13,2.43
2025-08,ART-0007,3,21.75,76.12,2.42
2025-08,ART-0008,3,10.43,26.07,0.72
2025-08,ART-0008,2,10.43,26.08,0.72
2025-08,ART-0009,3,28.32,99.12,2.52
2025-08,ART-0009,4,28.32,99.12,2.51
2025-08,ART-0010,11,36.98,406.78,12.95
2025-08,ART-0010,11,36.98,406.78,12.96
2025-08,ART-0011,12,25.51,293.37,8.58
2025-08,ART-0011,11,25.51,293.36,8.59
2025-08,ART-0012,9,16.06,136.51,4.17
2025-08,ART-0012,8,16.06,136.51,4.18
2025-08,ART-0013,1,26.09,39.14,1.2
2025-08,ART-0013,2,26.09,39.13,1.19
2025-08,ART-0014,4,26.47,105.88,3.45
2025-08,ART-0014,4,26.47,105.88,3.44
2025-08,ART-0015,11,28.61,314.71,7.39
2025-08,ART-0015,11,28.61,314.71,7.39
2025-08,ART-0016,4,43.1,150.85,4.23
2025-08,ART-0016,3,43.1,150.85,4.23
2025-08,ART-0017,6,24.28,133.54,4.75
2025-08,ART-0017,5,24.28,133.54,4.75
2025-08,ART-0018,9,8.58,77.22,2.49
2025-08,ART-0018,9,8.58,77.22,2.5
2025-08,ART-0019,5,15.38,84.59,2.67
2025-08,ART-0019,6,15.38,84.59,2.67
2025-08,ART-0020,9,29.41,249.99,7.72
2025-08,ART-0020,8,29.41,249.98,7.72
2025-08,ART-0022,16,13.64,218.24,6.42
2025-08,ART-0022,16,13.64,218.24,6.41
2025-08,ART-0023,6,16.03,88.17,2.35
2025-08,ART-0023,5,16.03,88.16,2.35
2025-08,ART-0024,5,31.33,156.65,5.04
2025-08,ART-0024,5,31.33,156.65,5.03
2025-08,ART-0025,3,25.56,89.46,2.87
2025-08,ART-0025,4,25.56,89.46,2.87
2025-08,ART-0026,9,16.01,144.09,3.83
2025-08,ART-0026,9,16.01,144.09,3.83
2025-08,ART-0027,6,13.12,78.72,2.61
2025-08,ART-0027,6,13.12,78.72,2.61
2025-08,ART-0028,20,27.88,557.6,14.38
2025-08,ART-0028,20,27.88,557.6,14.38
2025-08,ART-0029,7,43.52,282.88,8.31
2025-08,ART-0029,6,43.52,282.88,8.32
2025-08,ART-0030,2,44.59,66.88,1.99
2025-08,ART-0030,1,44.59,66.89,1.99
2025-08,ART-0032,6,34.42,206.52,5.73
2025-08,ART-0032,6,34.42,206.52,5.74
2025-08,ART-0033,8,20.95,157.13,3.52
2025-08,ART-0033,7,20.95,157.12,3.52
2025-08,ART-0034,1,10.05,15.08,0.48
2025-08,ART-0034,2,10.05,15.07,0.47
2025-08,ART-0035,5,20.09,100.45,3.11
2025-08,ART-0035,5,20.09,100.45,3.11
2025-08,ART-0036,5,28.08,126.36,4.25
2025-08,ART-0036,4,28.08,126.36,4.25
2025-08,ART-0037,16,23.53,364.71,9.7
2025-08,ART-0037,15,23.53,364.72,9.7
2025-08,ART-0038,3,41.13,143.96,4.67
2025-08,ART-0038,4,41.13,143.95,4.67
2025-08,ART-0039,3,37.14,111.42,2.89
2025-08,ART-0039,3,37.14,111.42,2.9
2025-08,ART-0040,4,13.64,54.56,1.47
2025-08,ART-0040,4,13.64,54.56,1.46
2025-08,ART-0042,1,31.42,31.42,0.9
2025-08,ART-0042,1,31.42,31.42,0.9
2025-08,ART-0043,2,16.75,41.88,1.52
2025-08,ART-0043,3,16.75,41.87,1.51
2025-08,ART-0044,23,11.77,276.6,8.94
2025-08,ART-0044,24,11.77,276.59,8.94
2025-08,ART-0045,1,14.61,14.61,0.39
2025-08,ART-0045,1,14.61,14.61,0.38
2025-08,ART-0046,3,23.71,82.98,2.55
2025-08,ART-0046,4,23.71,82.99,2.55
2025-08,ART-0047,3,24.56,85.96,2.51
2025-08,ART-0047,4,24.56,85.96,2.51
2025-08,ART-0048,10,14.65,146.5,3.92
2025-08,ART-0048,10,14.65,146.5,3.92
2025-08,ART-0049,2,42.75,106.88,3.04
2025-08,ART-0049,3,42.75,106.87,3.05
2025-08,ART-0050,3,32.8,98.4,3.31
2025-08,ART-0050,3,32.8,98.4,3.31
2025-08,ART-0051,7,7.15,46.47,1.71
2025-08,ART-0051,6,7.15,46.48,1.71
2025-08,ART-0052,2,21.0,42.0,1.01
2025-08,ART-0052,2,21.0,42.0,1.0
2025-08,ART-0053,13,15.05,188.13,5.13
2025-08,ART-0053,12,15.05,188.12,5.12
2025-08,ART-0054,6,16.13,88.71,2.53
2025-08,ART-0054,5,16.13,88.72,2.54
2025-08,ART-0055,7,15.53,100.95,3.23
2025-08,ART-0055,6,15.53,100.94,3.23
2025-08,ART-0056,8,28.89,245.56,8.9
2025-08,ART-0056,9,28.89,245.57,8.9
2025-08,ART-0057,15,23.92,358.8,10.5
2025-08,ART-0057,15,23.92,358.8,10.5
2025-08,ART-0059,5,10.25,51.25,1.48
