report_period,article_sku,quantity,unit_price,amount,freight
2025-07,ART-0001,6,33.01,214.56,6.24
2025-07,ART-0001,7,33.01,214.57,6.23
2025-07,ART-0002,6,28.18,183.17,5.0
2025-07,ART-0002,7,28.18,183.17,5.01
2025-07,ART-0003,3,17.81,62.34,1.36
2025-07,ART-0003,4,17.81,62.33,1.37
2025-07,ART-0004,3,21.51,64.53,1.61
2025-07,ART-0004,3,21.51,64.53,1.61
2025-07,ART-0005,2,22.56,56.4,1.55
2025-07,ART-0005,3,22.56,56.4,1.55
2025-07,ART-0006,4,27.17,108.68,2.87
2025-07,ART-0006,4,27.17,108.68,2.87
2025-07,ART-0007,3,21.94,54.85,1.73
2025-07,ART-0007,2,21.94,54.85,1.74
2025-07,ART-0008,3,10.23,30.69,0.91
2025-07,ART-0008,3,10.23,30.69,0.92
2025-07,ART-0009,4,28.67,100.35,3.19
2025-07,ART-0009,3,28.67,100.34,3.2
2025-07,ART-0010,7,37.17,260.19,7.47
2025-07,ART-0010,7,37.17,260.19,7.46
2025-07,ART-0011,7,25.63,192.22,6.42
2025-07,ART-0011,8,25.63,192.23,6.43
2025-07,ART-0014,5,26.55,119.47,3.19
2025-07,ART-0014,4,26.55,119.48,3.18
2025-07,ART-0017,4,23.99,83.97,2.45
2025-07,ART-0017,3,23.99,83.96,2.46
2025-07,ART-0018,5,8.37,37.67,1.21
2025-07,ART-0018,4,8.37,37.66,1.21
2025-07,ART-0019,6,15.21,98.86,3.42
2025-07,ART-0019,7,15.21,98.87,3.43
2025-07,ART-0020,7,29.06,203.42,5.42
2025-07,ART-0020,7,29.06,203.42,5.41
2025-07,ART-0021,6,37.39,205.65,7.55
2025-07,ART-0021,5,37.39,205.64,7.55
2025-07,ART-0022,27,13.6,367.2,13.05
2025-07,ART-0022,27,13.6,367.2,13.05
2025-07,ART-0023,4,16.11,56.39,1.96
2025-07,ART-0023,3,16.11,56.38,1.96
2025-07,ART-0024,8,31.03,232.73,6.89
2025-07,ART-0024,7,31.03,232.72,6.89
2025-07,ART-0025,3,25.35,76.05,2.71
2025-07,ART-0025,3,25.35,76.05,2.72
2025-07,ART-0026,10,16.02,160.2,3.51
2025-07,ART-0026,10,16.02,160.2,3.51
2025-07,ART-0027,4,12.81,57.64,1.78
2025-07,ART-0027,5,12.81,57.65,1.79
2025-07,ART-0029,7,42.0,294.0,9.85
2025-07,ART-0029,7,42.0,294.0,9.86
2025-07,ART-0030,2,44.58,89.16,3.08
2025-07,ART-0030,2,44.58,89.16,3.09
2025-07,ART-0031,11,16.42,188.83,5.9
2025-07,ART-0031,12,16.42,188.83,5.91
2025-07,ART-0032,6,34.61,207.66,7.11
2025-07,ART-0032,6,34.61,207.66,7.11
2025-07,ART-0033,6,20.66,123.96,3.83
2025-07,ART-0033,6,20.66,123.96,3.83
2025-07,ART-0034,1,9.99,14.98,0.34
2025-07,ART-0034,2,9.99,14.99,0.34
2025-07,ART-0035,3,19.13,57.39,1.95
2025-07,ART-0035,3,19.13,57.39,1.95
2025-07,ART-0036,4,28.9,115.6,3.05
2025-07,ART-0036,4,28.9,115.6,3.06
2025-07,ART-0037,7,23.48,164.36,5.73
2025-07,ART-0037,7,23.48,164.36,5.73
2025-07,ART-0038,6,41.33,247.98,6.89
2025-07,ART-0038,6,41.33,247.98,6.89
2025-07,ART-0039,5,36.51,164.29,5.69
2025-07,ART-0039,4,36.51,164.3,5.68
2025-07,ART-0040,4,13.5,54.0,2.17
2025-07,ART-0040,4,13.5,54.0,2.18
2025-07,ART-0041,10,16.36,171.78,6.27
2025-07,ART-0041,11,16.36,171.78,6.27
2025-07,ART-0042,1,31.43,47.14,1.47
2025-07,ART-0042,2,31.43,47.15,1.47
2025-07,ART-0043,3,16.73,50.19,1.72
2025-07,ART-0043,3,16.73,50.19,1.72
2025-07,ART-0044,16,11.57,190.9,5.34
2025-07,ART-0044,17,11.57,190.91,5.33
2025-07,ART-0045,3,14.25,35.63,1.11
2025-07,ART-0045,2,14.25,35.62,1.1
