report_period,article_sku,quantity,unit_price,amount,freight
2025-07,ART-0001,13,33.01,442.71,12.47
2025-07,ART-0002,13,28.18,377.24,10.01
2025-07,ART-0003,7,17.81,127.64,2.73
2025-07,ART-0004,6,21.51,132.57,3.22
2025-07,ART-0005,5,22.56,116.18,3.1
2025-07,ART-0006,8,27.17,223.61,5.74
2025-07,ART-0007,5,21.94,113.48,3.47
2025-07,ART-0008,6,10.23,63.37,1.83
2025-07,ART-0009,7,28.67,207.65,6.39
2025-07,ART-0010,14,37.17,536.64,14.93
2025-07,ART-0011,15,25.63,398.45,12.85
2025-07,ART-0014,9,26.55,245.89,6.37
2025-07,ART-0017,7,23.99,173.28,4.91
2025-07,ART-0018,9,8.37,77.97,2.42
2025-07,ART-0019,13,15.21,205.19,6.85
2025-07,ART-0020,14,29.06,418.64,10.83
2025-07,ART-0021,11,37.39,427.74,15.1
2025-07,ART-0022,54,13.6,762.83,26.1
2025-07,ART-0023,7,16.11,117.04,3.92
2025-07,ART-0024,15,31.03,480.46,13.78
2025-07,ART-0025,6,25.35,158.01,5.43
2025-07,ART-0026,20,16.02,328.05,7.02
2025-07,ART-0027,9,12.81,119.18,3.57
2025-07,ART-0029,14,42.0,609.47,19.71
2025-07,ART-0030,4,44.58,185.04,6.17
2025-07,ART-0031,23,16.42,390.52,11.81
2025-07,ART-0032,12,34.61,430.81,14.22
2025-07,ART-0033,12,20.66,256.26,7.66
2025-07,ART-0034,3,9.99,30.71,0.68
2025-07,ART-0035,6,19.13,119.03,3.9
2025-07,ART-0036,8,28.9,237.86,6.11
2025-07,ART-0037,14,23.48,341.2,11.46
2025-07,ART-0038,12,41.33,510.97,13.78
2025-07,ART-0039,9,36.51,340.97,11.37
2025-07,ART-0040,8,13.5,112.74,4.35
2025-07,ART-0041,21,16.36,357.22,12.54
2025-07,ART-0042,3,31.43,97.49,2.94
2025-07,ART-0043,6,16.73,104.13,3.44
2025-07,ART-0044,33,11.57,393.43,10.67
2025-07,ART-0045,5,14.25,73.66,2.21
2025-07,ART-0046,13,23.92,324.75,12.66
2025-07,ART-0047,7,24.4,177.57,6.22
2025-07,ART-0049,7,42.6,309.29,10.18
2025-07,ART-0050,9,32.94,305.7,8.48
2025-07,ART-0051,15,7.31,112.55,2.66
2025-07,ART-0052,5,21.06,109.84,4.17
2025-07,ART-0053,17,15.22,268.3,8.78
2025-07,ART-0054,20,15.83,326.59,9.17
2025-07,ART-0057,22,24.02,548.08,18.03
2025-07,ART-0059,17,10.31,182.18,6.34
2025-07,ART-0060,31,10.24,327.62,9.35
2025-07,ART-0061,10,19.73,204.75,6.84
2025-07,ART-0062,7,20.69,150.83,5.51
2025-07,ART-0063,11,15.63,179.04,6.53
2025-07,ART-0064,21,12.38,268.44,7.77
2025-07,ART-0065,17,32.7,575.64,18.12
2025-07,ART-0066,5,37.11,191.06,5.06
2025-07,ART-0067,12,14.16,177.24,6.72
2025-07,ART-0068,18,72.5,1341.94,33.91
2025-07,ART-0069,6,14.96,92.1,2.15
2025-07,ART-0070,5,43.4,225.19,7.52
2025-07,ART-0071,15,7.47,115.2,2.89
2025-07,ART-0072,16,23.33,385.58,11.29
2025-07,ART-0073,11,19.39,220.41,6.54
2025-07,ART-0074,5,22.7,117.44,3.62
2025-07,ART-0075,9,41.49,387.09,12.56
2025-07,ART-0076,8,13.37,111.11,3.81
2025-07,ART-0077,4,14.69,60.44,1.54
2025-07,ART-0078,27,19.56,543.23,13.87
2025-07,ART-0080,11,37.14,423.59,13.82
2025-07,ART-0081,4,14.61,60.03,1.46
2025-07,ART-0082,19,49.82,978.8,29.58
2025-07,ART-0083,17,18.38,323.18,9.84
2025-07,ART-0084,15,15.63,241.07,6.08
2025-07,ART-0086,17,24.39,428.71,12.93
2025-07,ART-0087,9,27.81,258.73,7.75
2025-07,ART-0088,25,21.76,564.61,18.92
2025-07,ART-0089,9,38.71,362.07,12.56
2025-07,ART-0090,8,22.76,187.42,4.9
2025-07,ART-0091,18,20.39,381.13,12.95
2025-07,ART-0092,15,30.93,481.93,16.51
2025-07,ART-0093,6,13.82,85.76,2.61
2025-07,ART-0095,19,13.68,267.99,7.41
2025-07,ART-0096,20,14.52,300.52,9.29
2025-07,ART-0097,31,31.04,986.5,22.27
2025-07,ART-0098,4,24.08,99.18,2.63
2025-07,ART-0100,9,9.56,89.06,2.77
2025-07,ART-0101,20,22.52,465.44,13.81
2025-07,ART-0102,17,21.88,382.13,9.34
2025-07,ART-0103,12,14.22,175.88,4.81
2025-07,ART-0104,11,21.33,243.46,8.11
2025-07,ART-0105,11,7.24,82.5,2.63
2025-07,ART-0106,16,35.99,597.31,19.71
2025-07,ART-0107,26,33.26,893.66,26.53
2025-07,ART-0108,6,18.92,118.04,4.15
2025-07,ART-0109,11,20.32,229.5,5.49
2025-07,ART-0110,25,11.59,300.02,9.43
2025-07,ART-0111,18,27.87,518.97,15.89
2025-07,ART-0112,7,18.11,130.77,3.67
2025-07,ART-0114,8,25.39,210.0,6.32
2025-07,ART-0115,5,18.93,97.94,3.02
2025-07,ART-0116,13,13.19,176.36,4.49
2025-07,ART-0117,29,37.83,1126.24,26.78
2025-07,ART-0118,9,15.97,148.91,4.76
2025-07,ART-0119,3,34.37,106.24,2.87
2025-07,ART-0120,19,10.7,208.95,5.19
2025-07,ART-0121,16,11.37,190.11,7.52
2025-07,ART-0122,10,23.2,240.55,7.85
2025-07,ART-0123,7,18.4,133.57,4.38
2025-07,ART-0124,12,11.51,141.88,3.45
2025-07,ART-0126,10,17.56,183.44,7.2
2025-07,ART-0127,11,18.4,209.75,6.75
2025-07,ART-0128,11,9.85,111.9,3.26
2025-07,ART-0129,10,36.73,381.86,13.37
2025-07,ART-0130,8,49.77,412.78,13.42
2025-07,ART-0131,6,34.04,210.93,6.14
2025-07,ART-0132,7,30.71,223.41,7.75
2025-07,ART-0133,6,13.26,82.44,2.64
2025-07,ART-0135,14,12.76,184.6,5.47
2025-07,ART-0136,25,24.05,618.76,16.08
2025-07,ART-0137,10,20.83,213.54,4.81
2025-07,ART-0138,7,15.9,116.21,4.51
2025-07,ART-0139,18,15.94,297.83,10.02
2025-07,ART-0140,4,18.94,78.36,2.39
2025-07,ART-0141,3,18.84,58.18,1.52
2025-07,ART-0142,3,23.56,73.16,2.28
2025-07,ART-0143,10,18.86,196.79,7.52
2025-07,ART-0144,12,19.05,236.81,7.54
2025-07,ART-0145,16,24.45,403.11,10.93
2025-07,ART-0146,4,11.69,48.2,1.32
2025-07,ART-0148,27,27.91,776.14,20.72
2025-07,ART-0149,6,16.73,103.44,2.81
