report_period,article_sku,quantity,unit_price,amount,freight
2025-06,ART-0000,10,23.53,242.43,6.66
2025-06,ART-0001,18,33.52,625.31,20.5
2025-06,ART-0002,10,28.04,287.95,7.05
2025-06,ART-0003,5,18.22,94.03,2.74
2025-06,ART-0004,5,21.48,110.77,3.15
2025-06,ART-0005,6,22.74,140.52,3.81
2025-06,ART-0006,10,27.25,282.76,9.58
2025-06,ART-0007,7,22.02,158.68,4.24
2025-06,ART-0008,7,10.47,75.93,2.47
2025-06,ART-0009,6,28.7,178.49,5.87
2025-06,ART-0010,21,36.78,799.32,25.16
2025-06,ART-0011,13,26.34,355.55,12.26
2025-06,ART-0012,13,15.85,212.31,5.85
2025-06,ART-0014,11,26.14,297.21,9.03
2025-06,ART-0015,30,28.38,879.57,26.31
2025-06,ART-0017,12,24.31,301.74,9.36
2025-06,ART-0018,11,8.44,95.39,2.38
2025-06,ART-0019,20,15.33,316.22,8.98
2025-06,ART-0020,18,29.22,544.19,17.02
2025-06,ART-0021,7,36.74,266.25,8.47
2025-06,ART-0022,49,13.31,678.77,24.82
2025-06,ART-0024,8,31.16,256.66,6.89
2025-06,ART-0025,6,25.63,159.42,5.27
2025-06,ART-0027,16,13.06,215.0,5.64
2025-06,ART-0029,12,42.21,522.46,14.89
2025-06,ART-0031,21,16.83,367.42,13.06
2025-06,ART-0033,10,20.69,213.35,6.02
2025-06,ART-0034,3,10.04,31.2,1.01
2025-06,ART-0035,9,19.77,184.31,5.96
2025-06,ART-0036,10,28.34,293.38,9.32
2025-06,ART-0037,18,23.48,435.48,11.99
2025-06,ART-0038,14,42.14,606.8,15.73
2025-06,ART-0039,9,37.02,343.87,9.98
2025-06,ART-0040,9,13.66,126.68,3.49
2025-06,ART-0041,29,16.64,500.95,17.17
2025-06,ART-0042,3,31.22,96.87,3.0
2025-06,ART-0043,5,16.81,86.79,2.56
2025-06,ART-0044,37,11.78,449.43,12.67
2025-06,ART-0045,9,14.49,135.04,4.32
2025-06,ART-0046,10,23.87,247.06,7.81
2025-06,ART-0047,5,24.25,125.62,4.08
2025-06,ART-0048,18,14.7,271.84,6.76
2025-06,ART-0049,5,41.94,217.92,7.68
2025-06,ART-0050,12,33.21,412.63,13.18
2025-06,ART-0051,10,7.11,73.7,2.43
2025-06,ART-0052,4,21.0,87.17,2.96
2025-06,ART-0055,11,15.5,176.04,5.17
2025-06,ART-0056,19,29.16,575.35,19.9
2025-06,ART-0057,38,24.16,943.36,23.61
2025-06,ART-0058,16,39.57,656.92,22.23
2025-06,ART-0059,15,10.3,160.4,5.51
2025-06,ART-0060,37,10.26,394.26,13.67
2025-06,ART-0061,5,18.99,97.98,2.83
2025-06,ART-0062,7,20.41,147.81,4.61
2025-06,ART-0063,10,15.59,161.16,4.91
2025-06,ART-0064,12,12.54,156.29,5.43
2025-06,ART-0065,16,33.22,554.21,21.19
2025-06,ART-0066,6,37.29,232.15,7.85
2025-06,ART-0070,5,43.55,223.93,5.77
2025-06,ART-0071,15,7.45,115.2,3.22
2025-06,ART-0072,11,23.26,264.39,7.97
2025-06,ART-0073,10,19.34,198.65,4.9
2025-06,ART-0074,6,22.05,136.4,3.83
2025-06,ART-0075,6,40.67,251.38,6.87
2025-06,ART-0076,9,13.24,123.0,3.59
2025-06,ART-0077,6,14.54,90.57,3.11
2025-06,ART-0078,18,19.72,366.76,11.02
2025-06,ART-0079,5,13.72,70.8,2.05
2025-06,ART-0080,15,37.35,575.64,14.37
2025-06,ART-0083,30,18.17,560.61,14.48
2025-06,ART-0084,13,15.29,205.12,5.93
2025-06,ART-0085,22,50.92,1162.12,39.11
2025-06,ART-0086,15,24.96,388.39,13.06
2025-06,ART-0088,20,21.61,444.79,11.76
2025-06,ART-0089,11,39.39,447.2,12.99
2025-06,ART-0090,11,22.62,256.42,7.1
2025-06,ART-0091,18,20.4,379.74,11.71
2025-06,ART-0092,16,30.88,508.47,13.44
2025-06,ART-0093,8,13.84,114.35,3.39
2025-06,ART-0094,6,11.28,70.45,2.59
2025-06,ART-0095,14,13.79,200.32,6.78
2025-06,ART-0096,15,14.35,222.97,7.21
2025-06,ART-0097,27,30.81,861.47,27.64
2025-06,ART-0098,5,24.36,125.02,3.01
2025-06,ART-0099,3,24.41,75.95,2.54
2025-06,ART-0100,10,9.65,99.4,2.71
2025-06,ART-0101,23,22.49,530.44,12.3
