report_period,article_sku,quantity,unit_price,amount,freight
2025-09,ART-0000,9,23.24,216.68,6.71
2025-09,ART-0001,18,33.58,621.64,15.36
2025-09,ART-0002,13,28.2,378.58,10.7
2025-09,ART-0004,6,21.38,131.52,2.89
2025-09,ART-0005,6,22.49,139.87,4.4
2025-09,ART-0006,10,27.36,283.56,8.89
2025-09,ART-0007,6,21.78,134.72,3.61
2025-09,ART-0008,8,10.39,86.72,3.21
2025-09,ART-0009,7,28.09,203.72,6.33
2025-09,ART-0010,29,37.22,1112.25,29.35
2025-09,ART-0011,19,25.82,506.37,14.1
2025-09,ART-0012,16,15.81,262.1,8.16
2025-09,ART-0014,13,24.94,335.74,10.29
2025-09,ART-0015,23,28.98,688.06,19.21
2025-09,ART-0016,12,42.31,527.33,17.51
2025-09,ART-0017,8,24.68,204.59,6.38
2025-09,ART-0018,19,8.34,163.96,4.91
2025-09,ART-0019,10,15.48,158.61,3.4
2025-09,ART-0020,12,29.52,368.51,12.74
2025-09,ART-0021,8,36.44,301.97,9.33
2025-09,ART-0022,28,13.57,394.13,12.65
2025-09,ART-0023,9,16.22,151.18,4.64
2025-09,ART-0024,14,30.66,443.28,12.54
2025-09,ART-0026,19,16.1,313.99,7.22
2025-09,ART-0027,12,13.0,161.04,4.5
2025-09,ART-0029,11,42.84,487.0,14.07
2025-09,ART-0030,4,44.56,182.8,4.07
2025-09,ART-0032,14,34.02,492.33,14.33
2025-09,ART-0033,13,21.19,286.76,10.08
2025-09,ART-0034,2,10.11,20.9,0.61
2025-09,ART-0035,8,19.71,163.22,4.95
2025-09,ART-0036,14,28.53,412.8,11.95
2025-09,ART-0037,22,23.39,534.68,17.95
2025-09,ART-0039,8,36.33,300.65,8.94
2025-09,ART-0041,38,16.56,647.95,16.67
2025-09,ART-0042,4,31.66,130.64,3.57
2025-09,ART-0043,4,16.92,69.63,1.74
2025-09,ART-0044,29,11.57,344.99,8.45
2025-09,ART-0045,5,14.41,74.83,2.48
2025-09,ART-0046,14,23.58,344.8,13.11
2025-09,ART-0049,7,42.57,309.16,9.97
2025-09,ART-0050,10,33.05,342.88,11.05
2025-09,ART-0051,19,7.17,140.12,3.47
2025-09,ART-0052,4,21.14,87.45,2.58
2025-09,ART-0053,26,15.45,414.33,11.28
2025-09,ART-0054,14,15.57,227.75,8.72
2025-09,ART-0055,14,15.33,221.33,5.99
2025-09,ART-0056,22,28.55,647.82,17.61
2025-09,ART-0057,22,23.85,542.72,16.09
2025-09,ART-0058,14,39.93,572.21,11.78
2025-09,ART-0059,16,10.06,165.96,4.46
2025-09,ART-0061,12,19.46,240.56,6.29
2025-09,ART-0063,15,15.57,241.92,7.47
2025-09,ART-0064,12,12.69,157.99,5.1
2025-09,ART-0065,14,32.41,467.18,12.0
2025-09,ART-0066,6,37.77,234.18,6.75
2025-09,ART-0067,25,13.83,356.28,9.4
2025-09,ART-0068,11,71.75,810.85,19.29
2025-09,ART-0069,10,15.11,157.94,6.11
2025-09,ART-0070,8,43.3,361.41,13.4
2025-09,ART-0071,10,7.37,76.68,2.66
2025-09,ART-0072,19,23.42,459.93,13.35
2025-09,ART-0074,6,22.63,139.45,3.28
2025-09,ART-0075,7,40.44,291.3,7.34
2025-09,ART-0077,4,14.63,60.77,2.01
2025-09,ART-0078,16,19.95,330.3,9.91
2025-09,ART-0080,26,36.82,989.11,28.38
2025-09,ART-0082,12,50.43,624.47,17.24
2025-09,ART-0083,20,18.0,372.96,11.57
2025-09,ART-0084,12,15.86,197.41,6.33
2025-09,ART-0087,7,27.27,198.33,6.64
2025-09,ART-0088,25,21.46,554.17,15.78
2025-09,ART-0090,9,22.7,210.5,5.54
2025-09,ART-0091,21,20.14,436.48,12.09
2025-09,ART-0093,10,13.88,143.17,3.9
2025-09,ART-0094,7,11.42,82.75,2.51
2025-09,ART-0095,18,13.43,249.42,6.86
2025-09,ART-0096,26,14.44,387.77,11.01
2025-09,ART-0097,16,31.02,516.79,18.28
2025-09,ART-0099,6,24.1,150.46,5.23
2025-09,ART-0100,10,9.67,100.0,2.95
2025-09,ART-0101,18,22.45,416.73,11.28
2025-09,ART-0102,21,22.68,494.27,16.06
2025-09,ART-0103,16,13.88,228.95,6.13
2025-09,ART-0104,10,21.44,219.89,4.9
2025-09,ART-0105,6,7.21,44.76,1.34
2025-09,ART-0107,18,32.94,612.8,17.75
2025-09,ART-0108,6,19.25,119.64,3.7
2025-09,ART-0109,6,20.19,124.72,3.2
2025-09,ART-0110,33,11.75,401.06,11.88
2025-09,ART-0111,24,27.74,687.71,19.6
2025-09,ART-0112,8,17.84,148.23,4.92
2025-09,ART-0113,23,17.03,404.1,11.08
2025-09,ART-0114,9,25.32,235.09,6.44
2025-09,ART-0115,5,19.14,99.09,3.03
2025-09,ART-0116,14,13.22,190.22,4.59
2025-09,ART-0117,21,37.91,818.01,19.55
2025-09,ART-0118,10,15.53,161.15,5.22
2025-09,ART-0119,5,35.02,180.1,4.46
2025-09,ART-0120,11,10.7,121.78,3.64
2025-09,ART-0121,23,11.65,279.37,10.2
2025-09,ART-0122,22,22.99,526.38,18.39
2025-09,ART-0123,7,17.78,128.4,3.52
2025-09,ART-0124,20,11.76,241.79,5.88
2025-09,ART-0125,17,14.43,253.62,7.42
2025-09,ART-0126,8,17.8,147.41,4.47
2025-09,ART-0127,14,18.58,270.27,9.06
2025-09,ART-0128,15,9.8,151.52,4.04
2025-09,ART-0129,9,36.04,338.29,12.44
2025-09,ART-0130,6,50.25,312.87,10.15
2025-09,ART-0131,8,34.19,283.38,8.8
2025-09,ART-0133,7,13.33,96.38,2.74
2025-09,ART-0134,7,17.04,124.17,4.37
2025-09,ART-0135,15,13.15,204.09,6.11
2025-09,ART-0136,24,24.34,604.42,18.09
2025-09,ART-0137,6,21.25,130.79,2.94
2025-09,ART-0139,12,16.28,201.27,5.28
2025-09,ART-0140,7,19.12,137.91,3.63
2025-09,ART-0141,4,18.55,77.22,2.7
2025-09,ART-0144,9,19.21,178.68,5.17
2025-09,ART-0145,16,23.96,396.56,11.79
2025-09,ART-0146,8,11.55,95.12,2.43
2025-09,ART-0147,14,25.89,376.45,12.49
2025-09,ART-0148,36,28.38,1056.79,31.35
2025-09,ART-0149,7,16.76,121.02,3.3
