report_period,article_sku,quantity,unit_price,amount,freight
2025-10,ART-0000,4,23.05,92.2,2.18
2025-10,ART-0000,4,23.05,92.2,2.18
2025-10,ART-0001,10,33.81,338.1,8.02
2025-10,ART-0001,10,33.81,338.1,8.02
2025-10,ART-0002,8,27.66,221.28,7.12
2025-10,ART-0002,8,27.66,221.28,7.13
2025-10,ART-0003,3,18.09,54.27,2.01
2025-10,ART-0003,3,18.09,54.27,2.01
2025-10,ART-0004,4,22.01,88.04,3.28
2025-10,ART-0004,4,22.01,88.04,3.28
2025-10,ART-0005,2,23.02,46.04,1.16
2025-10,ART-0005,2,23.02,46.04,1.15
2025-10,ART-0006,5,27.0,148.5,4.32
2025-10,ART-0006,6,27.0,148.5,4.32
2025-10,ART-0007,3,22.25,55.63,1.53
2025-10,ART-0007,2,22.25,55.62,1.54
2025-10,ART-0009,3,28.36,70.9,1.85
2025-10,ART-0009,2,28.36,70.9,1.85
2025-10,ART-0010,11,37.01,388.61,13.39
2025-10,ART-0010,10,37.01,388.6,13.39
2025-10,ART-0012,10,15.91,159.1,3.73
2025-10,ART-0012,10,15.91,159.1,3.73
2025-10,ART-0013,1,25.54,38.31,1.32
2025-10,ART-0013,2,25.54,38.31,1.33
2025-10,ART-0014,3,26.29,78.87,2.46
2025-10,ART-0014,3,26.29,78.87,2.45
2025-10,ART-0015,9,27.67,249.03,7.32
2025-10,ART-0015,9,27.67,249.03,7.33
2025-10,ART-0016,5,43.12,237.16,8.0
2025-10,ART-0016,6,43.12,237.16,7.99
2025-10,ART-0019,6,15.06,90.36,2.58
2025-10,ART-0019,6,15.06,90.36,2.58
2025-10,ART-0022,18,13.39,241.02,7.42
2025-10,ART-0022,18,13.39,241.02,7.41
2025-10,ART-0023,7,15.85,103.03,3.15
2025-10,ART-0023,6,15.85,103.02,3.14
2025-10,ART-0024,5,30.98,154.9,3.86
2025-10,ART-0024,5,30.98,154.9,3.85
2025-10,ART-0025,3,25.4,76.2,2.34
2025-10,ART-0025,3,25.4,76.2,2.34
2025-10,ART-0026,11,16.13,185.5,6.23
2025-10,ART-0026,12,16.13,185.49,6.23
2025-10,ART-0027,7,12.84,83.46,2.89
2025-10,ART-0027,6,12.84,83.46,2.89
2025-10,ART-0028,18,27.57,510.04,18.38
2025-10,ART-0028,19,27.57,510.05,18.38
2025-10,ART-0029,6,42.09,231.49,5.89
2025-10,ART-0029,5,42.09,231.5,5.89
2025-10,ART-0031,13,16.54,206.75,5.71
2025-10,ART-0031,12,16.54,206.75,5.72
2025-10,ART-0032,8,34.81,261.07,7.13
2025-10,ART-0032,7,34.81,261.08,7.14
2025-10,ART-0033,6,20.73,134.74,2.92
2025-10,ART-0033,7,20.73,134.75,2.92
2025-10,ART-0034,2,9.97,19.94,0.52
2025-10,ART-0034,2,9.97,19.94,0.52
2025-10,ART-0035,5,19.63,88.33,3.02
2025-10,ART-0035,4,19.63,88.34,3.02
2025-10,ART-0036,7,28.16,183.04,4.26
2025-10,ART-0036,6,28.16,183.04,4.26
2025-10,ART-0037,8,23.52,188.16,5.47
2025-10,ART-0037,8,23.52,188.16,5.47
2025-10,ART-0038,4,40.9,163.6,5.39
2025-10,ART-0038,4,40.9,163.6,5.38
2025-10,ART-0039,6,36.37,218.22,6.79
2025-10,ART-0039,6,36.37,218.22,6.79
2025-10,ART-0041,14,16.56,240.12,9.18
2025-10,ART-0041,15,16.56,240.12,9.18
2025-10,ART-0042,1,31.74,31.74,0.98
2025-10,ART-0042,1,31.74,31.74,0.97
2025-10,ART-0043,2,17.09,42.72,1.68
2025-10,ART-0043,3,17.09,42.73,1.67
2025-10,ART-0044,18,11.73,211.14,6.45
2025-10,ART-0044,18,11.73,211.14,6.45
2025-10,ART-0045,3,14.27,49.94,1.76
2025-10,ART-0045,4,14.27,49.95,1.77
2025-10,ART-0046,8,23.35,186.8,6.92
2025-10,ART-0046,8,23.35,186.8,6.91
2025-10,ART-0047,4,24.38,97.52,2.97
2025-10,ART-0047,4,24.38,97.52,2.97
2025-10,ART-0048,13,14.58,182.25,6.37
2025-10,ART-0048,12,14.58,182.25,6.36
2025-10,ART-0049,3,41.59,124.77,3.92
2025-10,ART-0049,3,41.59,124.77,3.92
2025-10,ART-0050,5,32.42,162.1,5.07
2025-10,ART-0050,5,32.42,162.1,5.06
2025-10,ART-0052,3,21.49,53.73,1.82
2025-10,ART-0052,2,21.49,53.72,1.82
2025-10,ART-0053,11,15.36,168.96,4.51
2025-10,ART-0053,11,15.36,168.96,4.51
2025-10,ART-0054,9,15.6,140.4,4.04
2025-10,ART-0054,9,15.6,140.4,4.04
2025-10,ART-0055,5,15.39,76.95,2.44
2025-10,ART-0055,5,15.39,76.95,2.44
2025-10,ART-0056,12,29.21,365.12,8.69
2025-10,ART-0056,13,29.21,365.13,8.69
2025-10,ART-0057,10,24.17,241.7,10.54
2025-10,ART-0057,10,24.17,241.7,10.53
2025-10,ART-0058,8,40.24,301.8,7.52
2025-10,ART-0058,7,40.24,301.8,7.52
2025-10,ART-0061,3,19.59,68.56,2.15
2025-10,ART-0061,4,19.59,68.57,2.16
2025-10,ART-0062,4,20.48,81.92,2.7
2025-10,ART-0062,4,20.48,81.92,2.7
2025-10,ART-0063,6,15.68,94.08,2.78
2025-10,ART-0063,6,15.68,94.08,2.78
2025-10,ART-0064,14,12.62,182.99,4.42
2025-10,ART-0064,15,12.62,182.99,4.41
2025-10,ART-0065,4,32.44,129.76,4.9
2025-10,ART-0065,4,32.44,129.76,4.9
2025-10,ART-0066,2,36.98,55.47,1.07
2025-10,ART-0066,1,36.98,55.47,1.07
2025-10,ART-0067,8,13.92,104.4,3.06
2025-10,ART-0067,7,13.92,104.4,3.06
2025-10,ART-0068,5,72.64,326.88,11.11
2025-10,ART-0068,4,72.64,326.88,11.11
2025-10,ART-0069,5,15.13,83.22,2.26
2025-10,ART-0069,6,15.13,83.21,2.27
2025-10,ART-0070,3,43.88,131.64,4.23
2025-10,ART-0070,3,43.88,131.64,4.24
2025-10,ART-0071,8,7.29,54.67,1.79
2025-10,ART-0071,7,7.29,54.68,1.78
2025-10,ART-0074,3,22.49,67.47,1.89
2025-10,ART-0074,3,22.49,67.47,1.89
2025-10,ART-0075,3,40.94,122.82,3.55
2025-10,ART-0075,3,40.94,122.82,3.56
2025-10,ART-0076,3,12.96,45.36,1.29
2025-10,ART-0076,4,12.96,45.36,1.29
2025-10,ART-0078,6,19.92,129.48,4.96
2025-10,ART-0078,7,19.92,129.48,4.95
2025-10,ART-0079,2,13.66,27.32,1.02
2025-10,ART-0079,2,13.66,27.32,1.03
2025-10,ART-0081,3,14.14,35.35,1.35
2025-10,ART-0081,2,14.14,35.35,1.36
2025-10,ART-0083,10,18.21,172.99,4.21
2025-10,ART-0083,9,18.21,173.0,4.21
2025-10,ART-0084,7,15.57,108.99,3.89
2025-10,ART-0084,7,15.57,108.99,3.89
2025-10,ART-0085,26,51.07,1327.82,45.37
2025-10,ART-0085,26,51.07,1327.82,45.38
2025-10,ART-0088,14,21.32,298.48,9.48
2025-10,ART-0088,14,21.32,298.48,9.49
2025-10,ART-0089,4,39.03,175.64,5.43
2025-10,ART-0089,5,39.03,175.63,5.43
2025-10,ART-0090,5,23.1,115.5,3.2
2025-10,ART-0090,5,23.1,115.5,3.19
2025-10,ART-0091,13,20.45,265.85,7.2
2025-10,ART-0091,13,20.45,265.85,7.19
2025-10,ART-0092,15,30.73,460.95,13.11
2025-10,ART-0092,15,30.73,460.95,13.11
2025-10,ART-0093,5,13.9,62.55,2.01
2025-10,ART-0093,4,13.9,62.55,2.01
2025-10,ART-0094,6,11.19,67.14,2.72
2025-10,ART-0094,6,11.19,67.14,2.71
2025-10,ART-0095,4,13.52,54.08,1.69
2025-10,ART-0095,4,13.52,54.08,1.7
2025-10,ART-0096,4,14.55,65.47,2.14
2025-10,ART-0096,5,14.55,65.48,2.15
2025-10,ART-0097,10,31.26,328.23,13.17
2025-10,ART-0097,11,31.26,328.23,13.17
2025-10,ART-0098,2,24.07,60.18,1.62
2025-10,ART-0098,3,24.07,60.17,1.62
2025-10,ART-0099,2,24.55,36.82,0.97
2025-10,ART-0099,1,24.55,36.83,0.98
2025-10,ART-0100,6,9.87,54.29,1.43
2025-10,ART-0100,5,9.87,54.28,1.43
2025-10,ART-0101,11,22.08,231.84,8.11
2025-10,ART-0101,10,22.08,231.84,8.11
2025-10,ART-0102,6,22.32,145.08,4.37
2025-10,ART-0102,7,22.32,145.08,4.37
2025-10,ART-0103,9,13.68,123.12,3.86
2025-10,ART-0103,9,13.68,123.12,3.85
2025-10,ART-0104,8,21.45,171.6,5.07
2025-10,ART-0104,8,21.45,171.6,5.07
2025-10,ART-0105,5,7.23,36.15,1.2
2025-10,ART-0105,5,7.23,36.15,1.21
2025-10,ART-0106,14,35.53,497.42,12.32
2025-10,ART-0106,14,35.53,497.42,12.31
2025-10,ART-0107,11,33.13,364.43,7.44
2025-10,ART-0107,11,33.13,364.43,7.45
2025-10,ART-0108,3,19.15,47.87,1.64
2025-10,ART-0108,2,19.15,47.88,1.64
2025-10,ART-0109,3,19.93,69.76,2.04
2025-10,ART-0109,4,19.93,69.75,2.04
2025-10,ART-0110,10,11.52,115.2,4.02
2025-10,ART-0110,10,11.52,115.2,4.01
2025-10,ART-0111,6,27.1,162.6,4.62
2025-10,ART-0111,6,27.1,162.6,4.62
2025-10,ART-0113,13,17.09,222.17,6.21
2025-10,ART-0113,13,17.09,222.17,6.2
2025-10,ART-0114,4,25.56,115.02,4.34
2025-10,ART-0114,5,25.56,115.02,4.33
2025-10,ART-0115,5,18.67,102.68,2.99
2025-10,ART-0115,6,18.67,102.69,2.99
2025-10,ART-0116,4,13.3,59.85,2.18
2025-10,ART-0116,5,13.3,59.85,2.18
2025-10,ART-0117,11,37.19,390.49,13.99
2025-10,ART-0117,10,37.19,390.5,14.0
2025-10,ART-0118,4,15.63,62.52,1.84
2025-10,ART-0118,4,15.63,62.52,1.84
2025-10,ART-0119,3,34.72,104.16,3.67
2025-10,ART-0119,3,34.72,104.16,3.68
2025-10,ART-0120,10,10.63,106.3,2.24
2025-10,ART-0120,10,10.63,106.3,2.25
2025-10,ART-0122,7,23.13,161.91,5.31
2025-10,ART-0122,7,23.13,161.91,5.31
2025-10,ART-0123,5,18.03,99.16,3.58
2025-10,ART-0123,6,18.03,99.17,3.59
2025-10,ART-0124,11,11.51,126.61,4.44
2025-10,ART-0124,11,11.51,126.61,4.44
2025-10,ART-0126,8,17.48,131.1,3.59
2025-10,ART-0126,7,17.48,131.1,3.59
2025-10,ART-0127,6,18.76,112.56,3.23
2025-10,ART-0127,6,18.76,112.56,3.22
