report_period,article_sku,quantity,unit_price,discount_pct,amount,freight
2025-07,ART-0001,13,33.01,0.0,429.13,12.47
2025-07,ART-0002,13,28.18,0.0,366.34,10.01
2025-07,ART-0003,7,17.81,0.0,124.67,2.73
2025-07,ART-0004,6,21.51,0.0,129.06,3.22
2025-07,ART-0005,5,22.56,0.0,112.8,3.1
2025-07,ART-0006,8,27.17,0.0,217.36,5.74
2025-07,ART-0007,5,21.94,0.0,109.7,3.47
2025-07,ART-0008,6,10.23,0.0,61.38,1.83
2025-07,ART-0009,7,28.67,0.0,200.69,6.39
2025-07,ART-0010,14,37.17,0.0,520.38,14.93
2025-07,ART-0011,15,25.63,0.0,384.45,12.85
2025-07,ART-0014,9,26.55,0.0,238.95,6.37
2025-07,ART-0017,7,23.99,0.0,167.93,4.91
2025-07,ART-0018,9,8.37,0.0,75.33,2.42
2025-07,ART-0019,13,15.21,0.0,197.73,6.85
2025-07,ART-0020,14,29.06,0.0,406.84,10.83
2025-07,ART-0021,11,37.39,0.0,411.29,15.1
2025-07,ART-0022,54,13.6,0.0,734.4,26.1
2025-07,ART-0023,7,16.11,0.0,112.77,3.92
2025-07,ART-0024,15,31.03,0.0,465.45,13.78
2025-07,ART-0025,6,25.35,0.0,152.1,5.43
2025-07,ART-0026,20,16.02,0.0,320.4,7.02
2025-07,ART-0027,9,12.81,0.0,115.29,3.57
2025-07,ART-0029,14,42.0,0.0,588.0,19.71
2025-07,ART-0030,4,44.58,0.0,178.32,6.17
2025-07,ART-0031,23,16.42,0.0,377.66,11.81
2025-07,ART-0032,12,34.61,0.0,415.32,14.22
2025-07,ART-0033,12,20.66,0.0,247.92,7.66
2025-07,ART-0034,3,9.99,0.0,29.97,0.68
2025-07,ART-0035,6,19.13,0.0,114.78,3.9
2025-07,ART-0036,8,28.9,0.0,231.2,6.11
2025-07,ART-0037,14,23.48,0.0,328.72,11.46
2025-07,ART-0038,12,41.33,0.0,495.96,13.78
2025-07,ART-0039,9,36.51,0.0,328.59,11.37
2025-07,ART-0040,8,13.5,0.0,108.0,4.35
2025-07,ART-0041,21,16.36,0.0,343.56,12.54
2025-07,ART-0042,3,31.43,0.0,94.29,2.94
2025-07,ART-0043,6,16.73,0.0,100.38,3.44
2025-07,ART-0044,33,11.57,0.0,381.81,10.67
2025-07,ART-0045,5,14.25,0.0,71.25,2.21
2025-07,ART-0046,13,23.92,0.0,310.96,12.66
2025-07,ART-0047,7,24.4,0.0,170.8,6.22
2025-07,ART-0049,7,42.6,0.0,298.2,10.18
2025-07,ART-0050,9,32.94,0.0,296.46,8.48
2025-07,ART-0051,15,7.31,0.0,109.65,2.66
2025-07,ART-0052,5,21.06,0.0,105.3,4.17
2025-07,ART-0053,17,15.22,0.0,258.74,8.78
2025-07,ART-0054,20,15.83,0.0,316.6,9.17
2025-07,ART-0057,22,24.02,0.0,528.44,18.03
2025-07,ART-0059,17,10.31,0.0,175.27,6.34
2025-07,ART-0060,31,10.24,0.0,317.44,9.35
2025-07,ART-0061,10,19.73,0.0,197.3,6.84
2025-07,ART-0062,7,20.69,0.0,144.83,5.51
2025-07,ART-0063,11,15.63,0.0,171.93,6.53
2025-07,ART-0064,21,12.38,0.0,259.98,7.77
2025-07,ART-0065,17,32.7,0.0,555.9,18.12
2025-07,ART-0066,5,37.11,0.0,185.55,5.06
2025-07,ART-0067,12,14.16,0.0,169.92,6.72
2025-07,ART-0068,18,72.5,0.0,1305.0,33.91
2025-07,ART-0069,6,14.96,0.0,89.76,2.15
2025-07,ART-0070,5,43.4,0.0,217.0,7.52
2025-07,ART-0071,15,7.47,0.0,112.05,2.89
2025-07,ART-0072,16,23.33,0.0,373.28,11.29
2025-07,ART-0073,11,19.39,0.0,213.29,6.54
2025-07,ART-0074,5,22.7,0.0,113.5,3.62
2025-07,ART-0075,9,41.49,0.0,373.41,12.56
2025-07,ART-0076,8,13.37,0.0,106.96,3.81
2025-07,ART-0077,4,14.69,0.0,58.76,1.54
2025-07,ART-0078,27,19.56,0.0,528.12,13.87
2025-07,ART-0080,11,37.14,0.0,408.54,13.82
2025-07,ART-0081,4,14.61,0.0,58.44,1.46
