report_period,article_sku,quantity,unit_price,amount,freight
2025-08,ART-0000,8,23.66,195.58,5.7
2025-08,ART-0001,17,34.04,601.46,20.6
2025-08,ART-0002,7,28.32,203.46,4.72
2025-08,ART-0004,6,21.61,134.63,4.49
2025-08,ART-0005,5,22.25,114.6,3.03
2025-08,ART-0006,6,27.41,168.89,4.01
2025-08,ART-0007,7,21.75,157.61,4.85
2025-08,ART-0008,5,10.43,53.74,1.44
2025-08,ART-0009,7,28.32,203.8,5.03
2025-08,ART-0010,22,36.98,842.22,25.91
2025-08,ART-0011,23,25.51,605.72,17.17
2025-08,ART-0012,17,16.06,282.25,8.35
2025-08,ART-0013,3,26.09,80.91,2.39
2025-08,ART-0014,8,26.47,219.38,6.89
2025-08,ART-0015,22,28.61,645.77,14.78
2025-08,ART-0016,7,43.1,311.06,8.46
2025-08,ART-0017,11,24.28,277.59,9.5
2025-08,ART-0018,18,8.58,159.96,4.99
2025-08,ART-0019,11,15.38,175.09,5.34
2025-08,ART-0020,17,29.41,517.05,15.44
2025-08,ART-0022,32,13.64,450.67,12.83
2025-08,ART-0023,11,16.03,181.53,4.7
2025-08,ART-0024,10,31.33,324.44,10.07
2025-08,ART-0025,7,25.56,185.27,5.74
2025-08,ART-0026,18,16.01,296.65,7.66
2025-08,ART-0027,12,13.12,163.21,5.22
2025-08,ART-0028,40,27.88,1147.01,28.76
2025-08,ART-0029,13,43.52,584.15,16.63
2025-08,ART-0030,3,44.59,138.17,3.98
2025-08,ART-0032,12,34.42,425.73,11.47
2025-08,ART-0033,15,20.95,322.04,7.04
2025-08,ART-0034,3,10.05,31.2,0.95
2025-08,ART-0035,10,20.09,207.78,6.22
2025-08,ART-0036,9,28.08,262.12,8.5
2025-08,ART-0037,31,23.53,750.89,19.4
2025-08,ART-0038,7,41.13,298.24,9.34
2025-08,ART-0039,6,37.14,229.24,5.79
2025-08,ART-0040,8,13.64,112.36,2.93
2025-08,ART-0042,2,31.42,64.83,1.8
2025-08,ART-0043,5,16.75,87.1,3.03
2025-08,ART-0044,47,11.77,572.96,17.88
2025-08,ART-0045,2,14.61,30.07,0.77
2025-08,ART-0046,7,23.71,171.61,5.1
2025-08,ART-0047,7,24.56,177.47,5.02
2025-08,ART-0048,20,14.65,301.67,7.84
2025-08,ART-0049,5,42.75,220.49,6.09
2025-08,ART-0050,6,32.8,204.12,6.62
2025-08,ART-0051,13,7.15,96.73,3.42
2025-08,ART-0052,4,21.0,86.22,2.01
2025-08,ART-0053,25,15.05,387.59,10.25
2025-08,ART-0054,11,16.13,183.04,5.07
2025-08,ART-0055,13,15.53,209.03,6.46
2025-08,ART-0056,17,28.89,510.82,17.8
2025-08,ART-0057,30,23.92,740.82,21.0
2025-08,ART-0059,10,10.25,105.78,2.97
2025-08,ART-0060,38,10.12,401.55,15.36
2025-08,ART-0061,12,19.23,237.4,6.0
2025-08,ART-0062,7,20.73,150.74,5.09
2025-08,ART-0063,11,15.31,174.44,5.45
2025-08,ART-0064,12,12.59,156.29,4.71
2025-08,ART-0065,13,32.58,435.57,10.88
2025-08,ART-0066,6,37.74,232.7,5.66
2025-08,ART-0068,18,73.1,1366.34,45.7
2025-08,ART-0069,12,15.1,189.37,7.39
2025-08,ART-0070,7,42.78,311.42,10.81
2025-08,ART-0071,10,7.29,75.15,2.03
2025-08,ART-0072,18,23.54,439.42,14.2
2025-08,ART-0073,11,19.43,220.91,6.49
2025-08,ART-0075,6,41.24,257.64,9.22
2025-08,ART-0076,8,12.99,107.93,3.63
2025-08,ART-0077,6,14.63,91.14,3.04
2025-08,ART-0078,20,19.15,393.45,9.45
2025-08,ART-0079,6,13.66,83.96,1.81
2025-08,ART-0081,4,14.43,59.68,1.77
2025-08,ART-0082,12,50.18,628.93,24.21
2025-08,ART-0084,14,15.5,224.31,6.61
2025-08,ART-0086,13,24.48,332.94,13.29
2025-08,ART-0087,5,27.66,142.2,3.53
2025-08,ART-0088,24,21.28,524.41,12.38
2025-08,ART-0089,13,38.53,521.71,18.83
2025-08,ART-0090,7,23.09,166.52,4.42
2025-08,ART-0091,15,20.5,317.86,9.37
2025-08,ART-0092,33,31.05,1059.0,31.06
2025-08,ART-0094,10,11.21,116.6,4.07
2025-08,ART-0095,15,13.54,211.0,7.14
2025-08,ART-0096,11,14.78,168.11,5.0
2025-08,ART-0097,20,30.94,638.5,17.81
2025-08,ART-0099,3,24.53,76.38,2.52
2025-08,ART-0100,12,9.65,120.26,4.03
2025-08,ART-0101,21,22.91,496.16,13.61
2025-08,ART-0102,12,22.07,273.89,8.18
2025-08,ART-0104,6,21.94,135.77,3.73
2025-08,ART-0105,11,7.31,83.31,2.62
2025-08,ART-0106,22,35.22,802.5,25.01
2025-08,ART-0108,4,19.23,80.03,2.81
2025-08,ART-0109,7,19.73,142.4,3.88
2025-08,ART-0110,23,11.7,278.94,8.9
2025-08,ART-0111,9,27.41,252.55,5.3
2025-08,ART-0112,4,17.94,74.79,2.74
2025-08,ART-0113,14,17.08,246.8,6.94
2025-08,ART-0114,7,25.32,181.72,4.05
2025-08,ART-0115,9,19.13,178.31,5.55
2025-08,ART-0116,6,12.85,80.52,3.09
2025-08,ART-0118,8,15.97,131.39,3.28
2025-08,ART-0119,6,34.43,213.8,6.53
2025-08,ART-0121,13,11.52,155.07,4.8
2025-08,ART-0122,9,23.23,215.85,6.13
2025-08,ART-0123,6,18.13,112.37,3.25
2025-08,ART-0124,22,11.73,266.95,8.04
2025-08,ART-0126,7,17.65,127.74,3.79
2025-08,ART-0127,12,18.57,230.02,6.49
2025-08,ART-0128,8,9.87,81.29,2.11
2025-08,ART-0129,9,36.04,333.5,8.26
2025-08,ART-0130,10,50.48,520.03,13.77
2025-08,ART-0131,4,34.87,144.03,4.11
2025-08,ART-0132,6,30.74,190.2,5.21
2025-08,ART-0134,11,17.16,195.12,5.75
2025-08,ART-0135,14,12.9,186.03,4.91
2025-08,ART-0136,14,24.56,356.86,11.77
2025-08,ART-0137,8,21.11,175.69,6.16
2025-08,ART-0138,8,15.85,130.56,3.4
2025-08,ART-0139,16,16.33,270.76,8.57
2025-08,ART-0141,5,18.42,95.87,3.41
2025-08,ART-0142,3,23.63,73.27,2.15
2025-08,ART-0143,11,19.14,217.96,6.71
2025-08,ART-0144,7,19.04,136.81,3.19
2025-08,ART-0145,16,24.19,399.37,11.15
2025-08,ART-0146,5,11.69,60.5,1.85
2025-08,ART-0147,10,25.4,262.87,8.02
2025-08,ART-0148,27,27.7,770.77,20.68
2025-08,ART-0149,5,16.49,84.84,2.16
