report_period,article_sku,quantity,unit_price,amount,freight
2025-11,ART-0000,2,23.52,58.8,2.1
2025-11,ART-0000,3,23.52,58.8,2.09
2025-11,ART-0001,7,33.47,234.29,7.88
2025-11,ART-0001,7,33.47,234.29,7.87
2025-11,ART-0002,9,28.16,253.44,6.71
2025-11,ART-0002,9,28.16,253.44,6.71
2025-11,ART-0003,2,18.06,36.12,1.08
2025-11,ART-0003,2,18.06,36.12,1.07
2025-11,ART-0006,5,26.69,146.79,4.92
2025-11,ART-0006,6,26.69,146.8,4.91
2025-11,ART-0007,5,21.68,108.4,3.12
2025-11,ART-0007,5,21.68,108.4,3.12
2025-11,ART-0009,5,28.45,142.25,4.67
2025-11,ART-0009,5,28.45,142.25,4.67
2025-11,ART-0010,7,36.76,238.94,7.89
2025-11,ART-0010,6,36.76,238.94,7.88
2025-11,ART-0011,8,25.53,204.24,6.03
2025-11,ART-0011,8,25.53,204.24,6.03
2025-11,ART-0012,8,16.05,128.4,3.67
2025-11,ART-0012,8,16.05,128.4,3.66
2025-11,ART-0014,6,25.85,155.1,5.33
2025-11,ART-0014,6,25.85,155.1,5.32
2025-11,ART-0015,10,28.08,294.84,6.63
2025-11,ART-0015,11,28.08,294.84,6.63
2025-11,ART-0016,6,42.36,254.16,8.36
2025-11,ART-0016,6,42.36,254.16,8.36
2025-11,ART-0017,6,24.06,144.36,4.32
2025-11,ART-0017,6,24.06,144.36,4.31
2025-11,ART-0019,6,15.08,90.48,2.46
2025-11,ART-0019,6,15.08,90.48,2.47
2025-11,ART-0020,8,28.94,217.05,8.03
2025-11,ART-0020,7,28.94,217.05,8.04
2025-11,ART-0021,6,36.66,238.29,6.86
2025-11,ART-0021,7,36.66,238.29,6.85
2025-11,ART-0022,14,13.39,180.77,5.67
2025-11,ART-0022,13,13.39,180.76,5.68
2025-11,ART-0023,6,15.54,93.24,2.61
2025-11,ART-0023,6,15.54,93.24,2.61
2025-11,ART-0025,3,25.74,77.22,2.51
2025-11,ART-0025,3,25.74,77.22,2.52
2025-11,ART-0026,7,15.9,119.25,3.67
2025-11,ART-0026,8,15.9,119.25,3.67
2025-11,ART-0027,6,13.17,79.02,2.34
2025-11,ART-0027,6,13.17,79.02,2.34
2025-11,ART-0028,21,27.43,589.74,18.56
2025-11,ART-0028,22,27.43,589.75,18.55
2025-11,ART-0029,7,42.41,318.08,8.82
2025-11,ART-0029,8,42.41,318.07,8.82
2025-11,ART-0030,2,44.85,89.7,3.04
2025-11,ART-0030,2,44.85,89.7,3.05
2025-11,ART-0031,15,16.79,251.85,8.37
2025-11,ART-0031,15,16.79,251.85,8.37
2025-11,ART-0032,5,34.75,156.37,5.12
2025-11,ART-0032,4,34.75,156.38,5.12
2025-11,ART-0033,8,20.52,164.16,5.91
2025-11,ART-0033,8,20.52,164.16,5.9
2025-11,ART-0034,1,10.04,15.06,0.44
2025-11,ART-0034,2,10.04,15.06,0.43
2025-11,ART-0035,4,19.18,76.72,2.19
2025-11,ART-0035,4,19.18,76.72,2.19
2025-11,ART-0036,4,28.37,127.66,3.38
2025-11,ART-0036,5,28.37,127.67,3.39
2025-11,ART-0037,12,23.24,290.5,9.01
2025-11,ART-0037,13,23.24,290.5,9.0
2025-11,ART-0038,4,41.31,165.24,5.9
2025-11,ART-0038,4,41.31,165.24,5.9
2025-11,ART-0040,6,13.79,82.74,2.64
2025-11,ART-0040,6,13.79,82.74,2.64
2025-11,ART-0041,10,16.4,164.0,5.54
2025-11,ART-0041,10,16.4,164.0,5.54
2025-11,ART-0042,2,31.52,63.04,1.76
2025-11,ART-0042,2,31.52,63.04,1.76
2025-11,ART-0043,2,16.68,33.36,1.15
2025-11,ART-0043,2,16.68,33.36,1.16
2025-11,ART-0044,22,11.65,256.3,7.74
2025-11,ART-0044,22,11.65,256.3,7.74
2025-11,ART-0045,3,14.29,42.87,1.28
2025-11,ART-0045,3,14.29,42.87,1.28
2025-11,ART-0047,6,24.19,145.14,4.18
2025-11,ART-0047,6,24.19,145.14,4.17
2025-11,ART-0048,8,14.59,116.72,3.47
2025-11,ART-0048,8,14.59,116.72,3.46
2025-11,ART-0049,3,43.37,130.11,4.51
2025-11,ART-0049,3,43.37,130.11,4.51
2025-11,ART-0050,5,32.87,180.78,5.7
2025-11,ART-0050,6,32.87,180.79,5.71
2025-11,ART-0051,6,7.23,43.38,1.51
2025-11,ART-0051,6,7.23,43.38,1.52
2025-11,ART-0052,2,21.18,42.36,1.39
2025-11,ART-0052,2,21.18,42.36,1.39
2025-11,ART-0053,9,15.24,137.16,4.16
2025-11,ART-0053,9,15.24,137.16,4.15
2025-11,ART-0054,6,15.9,87.45,2.57
2025-11,ART-0054,5,15.9,87.45,2.56
2025-11,ART-0056,18,28.99,521.82,16.35
2025-11,ART-0056,18,28.99,521.82,16.36
2025-11,ART-0057,11,23.98,263.78,8.03
2025-11,ART-0057,11,23.98,263.78,8.03
2025-11,ART-0058,5,40.33,221.82,6.36
2025-11,ART-0058,6,40.33,221.81,6.37
2025-11,ART-0059,5,10.38,57.09,1.92
