report_period,article_sku,quantity,unit_price,amount,freight
2025-01,ART-0000,3,23.05,69.15,2.02
2025-01,ART-0000,3,23.05,69.15,2.02
2025-01,ART-0001,6,33.87,203.22,6.54
2025-01,ART-0001,6,33.87,203.22,6.53
2025-01,ART-0002,5,28.52,142.6,5.65
2025-01,ART-0002,5,28.52,142.6,5.65
2025-01,ART-0003,4,17.73,70.92,2.4
2025-01,ART-0003,4,17.73,70.92,2.4
2025-01,ART-0004,3,21.71,54.27,1.72
2025-01,ART-0004,2,21.71,54.28,1.72
2025-01,ART-0005,3,22.45,56.13,1.92
2025-01,ART-0005,2,22.45,56.12,1.92
2025-01,ART-0006,6,27.16,176.54,5.48
2025-01,ART-0006,7,27.16,176.54,5.47
2025-01,ART-0008,5,10.41,46.85,1.65
2025-01,ART-0008,4,10.41,46.84,1.65
2025-01,ART-0009,2,28.85,57.7,1.59
2025-01,ART-0009,2,28.85,57.7,1.59
2025-01,ART-0010,11,36.81,386.51,13.65
2025-01,ART-0010,10,36.81,386.5,13.64
2025-01,ART-0011,8,25.55,217.18,7.37
2025-01,ART-0011,9,25.55,217.17,7.37
2025-01,ART-0012,9,15.67,141.03,3.81
2025-01,ART-0012,9,15.67,141.03,3.82
2025-01,ART-0013,1,26.16,26.16,0.79
2025-01,ART-0013,1,26.16,26.16,0.79
2025-01,ART-0014,4,26.28,105.12,3.65
2025-01,ART-0014,4,26.28,105.12,3.65
2025-01,ART-0015,12,28.64,343.68,11.95
2025-01,ART-0015,12,28.64,343.68,11.95
2025-01,ART-0017,6,24.17,132.93,4.49
2025-01,ART-0017,5,24.17,132.94,4.5
2025-01,ART-0018,9,8.39,75.51,2.16
2025-01,ART-0018,9,8.39,75.51,2.17
2025-01,ART-0019,8,15.15,128.78,4.46
2025-01,ART-0019,9,15.15,128.77,4.47
2025-01,ART-0021,6,35.74,232.31,6.18
2025-01,ART-0021,7,35.74,232.31,6.17
2025-01,ART-0022,19,13.36,247.16,9.09
2025-01,ART-0022,18,13.36,247.16,9.09
2025-01,ART-0023,6,16.09,88.49,2.53
2025-01,ART-0023,5,16.09,88.5,2.54
2025-01,ART-0024,6,31.23,187.38,5.78
2025-01,ART-0024,6,31.23,187.38,5.77
2025-01,ART-0025,2,26.24,52.48,1.05
2025-01,ART-0025,2,26.24,52.48,1.06
2025-01,ART-0026,10,15.89,150.95,5.0
2025-01,ART-0026,9,15.89,150.96,5.0
2025-01,ART-0027,7,12.73,89.11,3.08
2025-01,ART-0027,7,12.73,89.11,3.07
2025-01,ART-0028,19,27.47,521.93,12.52
2025-01,ART-0028,19,27.47,521.93,12.51
2025-01,ART-0029,5,43.29,216.45,6.25
2025-01,ART-0029,5,43.29,216.45,6.24
2025-01,ART-0030,2,44.29,88.58,2.79
2025-01,ART-0030,2,44.29,88.58,2.78
2025-01,ART-0032,5,34.79,173.95,4.75
2025-01,ART-0032,5,34.79,173.95,4.76
2025-01,ART-0033,6,20.69,113.79,3.45
