report_period,article_sku,quantity,unit_price,discount_pct,amount,freight
2025-11,ART-0000,5,23.52,0.0,117.6,4.19
2025-11,ART-0001,14,33.47,0.0,468.58,15.75
2025-11,ART-0002,18,28.16,0.0,506.88,13.42
2025-11,ART-0003,4,18.06,0.0,72.24,2.15
2025-11,ART-0006,11,26.69,0.0,293.59,9.83
2025-11,ART-0007,10,21.68,0.0,216.8,6.24
2025-11,ART-0009,10,28.45,0.0,284.5,9.34
2025-11,ART-0010,13,36.76,0.0,477.88,15.77
2025-11,ART-0011,16,25.53,0.0,408.48,12.06
2025-11,ART-0012,16,16.05,0.0,256.8,7.33
2025-11,ART-0014,12,25.85,0.0,310.2,10.65
2025-11,ART-0015,21,28.08,0.0,589.68,13.26
2025-11,ART-0016,12,42.36,0.0,508.32,16.72
2025-11,ART-0017,12,24.06,0.0,288.72,8.63
2025-11,ART-0019,12,15.08,0.0,180.96,4.93
2025-11,ART-0020,15,28.94,0.0,434.1,16.07
2025-11,ART-0021,13,36.66,0.0,476.58,13.71
2025-11,ART-0022,27,13.39,0.0,361.53,11.35
2025-11,ART-0023,12,15.54,0.0,186.48,5.22
2025-11,ART-0025,6,25.74,0.0,154.44,5.03
2025-11,ART-0026,15,15.9,0.0,238.5,7.34
2025-11,ART-0027,12,13.17,0.0,158.04,4.68
2025-11,ART-0028,43,27.43,0.0,1179.49,37.11
2025-11,ART-0029,15,42.41,0.0,636.15,17.64
2025-11,ART-0030,4,44.85,0.0,179.4,6.09
2025-11,ART-0031,30,16.79,0.0,503.7,16.74
2025-11,ART-0032,9,34.75,0.0,312.75,10.24
2025-11,ART-0033,16,20.52,0.0,328.32,11.81
2025-11,ART-0034,3,10.04,0.0,30.12,0.87
2025-11,ART-0035,8,19.18,0.0,153.44,4.38
2025-11,ART-0036,9,28.37,0.0,255.33,6.77
2025-11,ART-0037,25,23.24,0.0,581.0,18.01
2025-11,ART-0038,8,41.31,0.0,330.48,11.8
2025-11,ART-0040,12,13.79,0.0,165.48,5.28
2025-11,ART-0041,20,16.4,0.0,328.0,11.08
2025-11,ART-0042,4,31.52,0.0,126.08,3.52
2025-11,ART-0043,4,16.68,0.0,66.72,2.31
2025-11,ART-0044,44,11.65,0.0,512.6,15.48
2025-11,ART-0045,6,14.29,0.0,85.74,2.56
2025-11,ART-0047,12,24.19,0.0,290.28,8.35
2025-11,ART-0048,16,14.59,0.0,233.44,6.93
2025-11,ART-0049,6,43.37,0.0,260.22,9.02
2025-11,ART-0050,11,32.87,0.0,361.57,11.41
2025-11,ART-0051,12,7.23,0.0,86.76,3.03
2025-11,ART-0052,4,21.18,0.0,84.72,2.78
2025-11,ART-0053,18,15.24,0.0,274.32,8.31
2025-11,ART-0054,11,15.9,0.0,174.9,5.13
2025-11,ART-0056,36,28.99,0.0,1043.64,32.71
2025-11,ART-0057,22,23.98,0.0,527.56,16.06
2025-11,ART-0058,11,40.33,0.0,443.63,12.73
2025-11,ART-0059,11,10.38,0.0,114.18,3.83
2025-11,ART-0060,20,10.2,0.0,204.0,4.34
2025-11,ART-0061,13,19.1,0.0,248.3,7.6
2025-11,ART-0062,8,20.58,0.0,164.64,4.92
2025-11,ART-0063,18,15.74,0.0,283.32,6.65
2025-11,ART-0065,15,32.86,0.0,492.9,11.69
2025-11,ART-0066,3,37.4,0.0,112.2,3.7
2025-11,ART-0067,16,13.94,0.0,223.04,7.07
