report_period,article_sku,quantity,unit_price,amount,freight
2025-12,ART-0000,8,23.86,197.37,5.85
2025-12,ART-0002,11,28.69,325.88,9.27
2025-12,ART-0004,6,21.82,135.17,3.83
2025-12,ART-0005,5,22.93,118.93,3.86
2025-12,ART-0006,18,26.94,498.53,12.27
2025-12,ART-0007,8,21.5,177.38,4.85
2025-12,ART-0008,7,10.43,75.36,2.12
2025-12,ART-0010,14,36.61,523.18,9.59
2025-12,ART-0011,17,26.06,457.61,13.15
2025-12,ART-0012,23,15.59,372.92,12.93
2025-12,ART-0013,3,26.13,81.24,2.57
2025-12,ART-0015,20,28.95,601.5,20.28
2025-12,ART-0016,7,42.72,308.54,8.56
2025-12,ART-0017,8,24.0,196.55,4.1
2025-12,ART-0018,20,8.42,173.89,4.95
2025-12,ART-0019,11,15.25,173.5,5.18
2025-12,ART-0020,15,29.29,457.77,16.6
2025-12,ART-0021,10,37.21,385.1,11.72
2025-12,ART-0023,10,16.01,164.02,3.53
2025-12,ART-0024,11,30.83,350.86,10.57
2025-12,ART-0025,7,25.95,187.3,5.09
2025-12,ART-0026,14,16.03,232.83,7.58
2025-12,ART-0027,13,12.94,175.38,6.45
2025-12,ART-0028,45,27.62,1294.81,46.78
2025-12,ART-0029,17,41.95,737.91,22.31
2025-12,ART-0031,20,16.7,343.24,8.33
2025-12,ART-0032,11,34.94,397.0,11.41
2025-12,ART-0033,18,21.13,391.86,10.38
2025-12,ART-0034,4,10.0,41.84,1.66
2025-12,ART-0035,5,19.73,101.8,2.84
2025-12,ART-0036,20,28.02,578.66,16.46
2025-12,ART-0037,21,23.54,511.65,15.6
2025-12,ART-0038,10,40.25,418.41,14.34
2025-12,ART-0039,7,37.21,270.33,8.89
2025-12,ART-0040,8,13.65,113.01,3.43
2025-12,ART-0041,39,16.71,672.85,19.07
2025-12,ART-0042,2,31.23,64.52,1.86
2025-12,ART-0043,3,16.63,51.73,1.66
2025-12,ART-0045,5,14.24,73.18,1.78
2025-12,ART-0046,14,23.76,340.98,7.52
2025-12,ART-0048,13,14.48,195.65,6.68
2025-12,ART-0049,11,42.0,478.97,15.29
2025-12,ART-0050,9,32.97,306.36,8.68
2025-12,ART-0051,15,7.03,109.11,3.3
2025-12,ART-0052,4,21.02,87.03,2.66
2025-12,ART-0053,17,15.14,267.12,8.78
2025-12,ART-0054,13,15.96,214.38,6.22
2025-12,ART-0055,9,15.42,144.23,4.91
2025-12,ART-0056,14,28.08,403.43,9.29
2025-12,ART-0057,38,23.96,936.89,23.8
2025-12,ART-0058,14,39.89,575.8,15.63
2025-12,ART-0060,24,10.33,256.44,7.68
2025-12,ART-0061,15,19.38,300.84,9.14
2025-12,ART-0062,5,20.28,104.63,2.91
2025-12,ART-0063,11,15.47,177.64,6.73
2025-12,ART-0064,13,12.75,171.65,5.32
2025-12,ART-0065,10,33.06,341.73,10.03
2025-12,ART-0066,4,37.77,156.2,4.61
2025-12,ART-0067,11,14.0,160.28,5.66
2025-12,ART-0068,21,72.31,1570.64,46.98
2025-12,ART-0069,8,15.19,126.35,4.35
2025-12,ART-0070,4,43.43,179.3,5.03
2025-12,ART-0071,14,7.42,107.01,2.82
2025-12,ART-0072,20,23.15,476.05,11.76
2025-12,ART-0074,8,22.32,184.97,5.78
2025-12,ART-0076,15,13.12,203.97,6.46
2025-12,ART-0077,3,14.56,45.23,1.4
2025-12,ART-0078,20,20.07,415.61,12.81
2025-12,ART-0079,6,13.58,84.43,2.66
2025-12,ART-0080,9,37.06,343.43,8.91
2025-12,ART-0081,5,14.35,74.2,2.21
2025-12,ART-0082,13,49.81,674.54,24.34
2025-12,ART-0084,20,15.56,323.74,11.3
2025-12,ART-0085,31,50.66,1611.22,36.73
2025-12,ART-0086,18,24.85,464.37,15.38
2025-12,ART-0087,3,27.62,85.92,2.76
2025-12,ART-0088,17,21.34,375.29,11.27
2025-12,ART-0090,9,22.68,211.55,6.7
2025-12,ART-0092,12,30.7,381.19,11.53
2025-12,ART-0093,4,13.85,57.67,2.05
2025-12,ART-0094,8,11.22,93.0,2.92
2025-12,ART-0096,23,14.64,346.83,9.11
2025-12,ART-0097,19,31.18,611.82,17.48
2025-12,ART-0098,5,23.72,122.13,3.18
2025-12,ART-0099,3,24.1,74.8,2.25
2025-12,ART-0100,15,9.71,150.47,4.34
2025-12,ART-0101,24,22.93,564.46,12.74
2025-12,ART-0102,24,21.98,543.72,14.6
2025-12,ART-0103,15,13.96,215.98,5.93
2025-12,ART-0104,8,21.6,178.66,5.28
2025-12,ART-0106,28,35.23,1021.0,31.15
2025-12,ART-0107,21,32.87,711.19,18.85
2025-12,ART-0108,8,19.02,157.03,4.39
2025-12,ART-0109,7,20.07,144.28,3.42
2025-12,ART-0110,29,11.4,341.69,9.99
2025-12,ART-0112,8,18.04,149.2,4.4
2025-12,ART-0113,23,17.06,407.25,13.4
2025-12,ART-0115,12,18.9,235.36,7.71
2025-12,ART-0118,10,15.24,158.31,5.33
2025-12,ART-0119,4,34.35,142.24,4.36
2025-12,ART-0120,17,10.56,187.42,7.12
2025-12,ART-0121,13,11.66,156.14,4.11
2025-12,ART-0122,12,22.66,281.09,8.26
2025-12,ART-0123,8,17.71,147.43,5.18
2025-12,ART-0124,13,11.5,155.2,5.14
2025-12,ART-0125,38,14.43,565.26,15.25
2025-12,ART-0127,12,18.83,234.74,7.91
2025-12,ART-0128,11,9.62,108.75,2.64
2025-12,ART-0129,12,36.28,450.5,13.64
2025-12,ART-0130,12,49.99,616.37,14.86
2025-12,ART-0132,5,31.02,160.69,5.04
2025-12,ART-0133,6,13.0,81.11,2.8
2025-12,ART-0134,7,17.47,125.61,2.99
2025-12,ART-0135,13,13.07,176.19,5.66
2025-12,ART-0136,16,23.96,398.61,13.74
2025-12,ART-0137,6,21.12,131.31,4.14
2025-12,ART-0138,12,16.0,199.0,6.31
2025-12,ART-0139,16,16.07,265.64,7.68
2025-12,ART-0140,3,19.12,59.4,1.84
2025-12,ART-0142,3,23.56,73.27,2.33
2025-12,ART-0143,7,19.07,137.14,3.29
2025-12,ART-0146,5,11.75,61.32,2.32
2025-12,ART-0147,14,26.37,379.38,9.19
2025-12,ART-0148,43,28.47,1269.47,40.79
2025-12,ART-0149,6,16.55,102.73,3.09
