period,product,country,sales
01/01/2026,ART-0002,CZ,375.98
02/02/2026,ART-0002,CZ,390.39
03/03/2026,ART-0002,CZ,353.73
04/05/2026,ART-0002,CZ,435.47
01/01/2026,ART-0003,CZ,328.97
02/02/2026,ART-0003,CZ,710.92
03/03/2026,ART-0003,CZ,39.15
04/04/2026,ART-0003,CZ,799.49
05/05/2026,ART-0003,CZ,160.58
06/06/2026,ART-0003,CZ,423.89
05/01/2026,ART-0002,DE,482.01
06/02/2026,ART-0002,DE,441.53
07/03/2026,ART-0002,DE,131.68
08/04/2026,ART-0002,DE,121.25
09/05/2026,ART-0002,DE,853.37
10/06/2026,ART-0002,DE,425.88
07/01/2026,ART-0003,DE,796.87
08/02/2026,ART-0003,DE,801.69
09/03/2026,ART-0003,DE,840.21
10/04/2026,ART-0003,DE,844.81
11/05/2026,ART-0003,DE,850.84
12/06/2026,ART-0003,DE,292.42
01/01/2026,ART-0004,DE,833.11
02/02/2026,ART-0004,DE,39.75
03/03/2026,ART-0004,DE,232.25
04/04/2026,ART-0004,DE,406.13
05/05/2026,ART-0004,DE,133.83
06/06/2026,ART-0004,DE,374.03
01/01/2026,ART-0005,DE,673.67
02/02/2026,ART-0005,DE,417.44
03/03/2026,ART-0005,DE,806.51
04/04/2026,ART-0005,DE,444.98
05/06/2026,ART-0005,DE,98.03
01/01/2026,ART-0003,FI,43.77
02/02/2026,ART-0003,FI,133.26
03/03/2026,ART-0003,FI,278.38
04/04/2026,ART-0003,FI,679.19
05/05/2026,ART-0003,FI,301.48
06/06/2026,ART-0003,FI,173.54
06/01/2026,ART-0005,FI,334.47
07/02/2026,ART-0005,FI,343.07
08/03/2026,ART-0005,FI,314.33
09/04/2026,ART-0005,FI,781.94
10/05/2026,ART-0005,FI,628.21
11/06/2026,ART-0005,FI,311.35
01/01/2026,ART-0001,SE,126.08
02/02/2026,ART-0001,SE,690.93
03/04/2026,ART-0001,SE,13.43
04/05/2026,ART-0001,SE,550.67
05/06/2026,ART-0001,SE,833.72
11/02/2026,ART-0002,SE,806.61
12/03/2026,ART-0002,SE,798.59
01/04/2026,ART-0002,SE,532.64
02/05/2026,ART-0002,SE,673.51
03/06/2026,ART-0002,SE,654.03
07/01/2026,ART-0004,SE,636.36
08/02/2026,ART-0004,SE,549.98
09/03/2026,ART-0004,SE,331.82
10/04/2026,ART-0004,SE,824.37
11/05/2026,ART-0004,SE,549.06
12/06/2026,ART-0004,SE,238.22
12/01/2026,ART-0005,SE,814.22
01/02/2026,ART-0005,SE,329.89
02/03/2026,ART-0005,SE,590.81
03/04/2026,ART-0005,SE,825.79
04/06/2026,ART-0005,SE,626.56
